LAB SAMPLE ID,SITE_NAME,COLLECTION_DATE,Year_Month,SAMPLE TYPE,Experiment,Treatment,Treatment Class,Treatment Number,Plot,SAMPLE DEPTH LABEL,PARAMETER,VALUE,DL,UNITS,DL Flag,ANALYSIS COMMENT
PB10-9571,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,Ca,0.04,0.06,mg/L,<,Blanks ONLY
PB11-5025,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,Ca,63.679,1.387,mg/L,,Precipitate
PB11-5037,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,Ca,44.907,1.387,mg/L,,Precipitate
PB11-5049,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,Ca,40.431,1.387,mg/L,,Precipitate
PB11-5049,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,Ca,40.756,1.387,mg/L,,Precipitate
PB11-5061,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,Ca,37.102,1.387,mg/L,,Color at bottom
PB11-5073,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,Ca,62.827,1.387,mg/L,,Color at bottom
PB11-5085,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,Ca,49.271,1.387,mg/L,,Precipitate
PB11-5097,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,Ca,49.589,1.387,mg/L,,Precipitate
PB11-5109,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,Ca,90.984,1.387,mg/L,,Precipitate
PB11-5121,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,Ca,48.923,1.387,mg/L,,Precipitate
PB11-5133,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,Ca,29.878,1.387,mg/L,,Precipitate
PB11-5145,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,Ca,26.326,1.387,mg/L,,Precipitate
PB11-5157,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,Ca,48.675,1.387,mg/L,,Precipitate
PB11-5169,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,Ca,40.355,1.387,mg/L,,Precipitate
PB11-5181,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,Ca,69.74,1.387,mg/L,,Precipitate
PB11-5193,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,Ca,170.579,1.387,mg/L,,Precipitate
PB11-5241,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,Ca,59.448,1.387,mg/L,,
PB11-5253,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,Ca,55.317,1.387,mg/L,,
PB11-5265,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,Ca,52.456,1.387,mg/L,,
PB11-5277,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,Ca,52.845,1.387,mg/L,,
PB11-5277,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,Ca,52.836,1.387,mg/L,,
PB11-5289,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,Ca,24.627,1.387,mg/L,,Faint color at bottom
PB11-5301,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,Ca,24.83,1.387,mg/L,,Faint color at bottom
PB11-5313,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,Ca,47.646,1.387,mg/L,,Color at bottom
PB11-5325,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,Ca,47.53,1.387,mg/L,,Color at bottom
PB11-5337,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,Ca,37.017,1.387,mg/L,,Faint color at bottom
PB11-5349,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,Ca,42.502,1.387,mg/L,,
PB11-5361,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,Ca,43.532,1.387,mg/L,,Faint color at bottom
PB11-5373,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,Ca,31.915,1.387,mg/L,,Color at bottom
PB11-5385,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,Ca,32.648,1.387,mg/L,,Color at bottom
PB11-5397,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,Ca,38.082,1.387,mg/L,,Color at bottom
PB11-5397,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,Ca,37.85,1.387,mg/L,,Color at bottom
PB11-5409,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,Ca,37.622,1.387,mg/L,,Color at bottom
PB11-5464,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,Ca,0.151,0.139,mg/L,,
PB11-5465,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,Ca,0.067,0.139,mg/L,<,
PB11-5466,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,Ca,0.075,0.139,mg/L,<,
PB11-5864,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,Ca,131.162,12,mg/L,,
PB11-5875,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,Ca,44.839,12,mg/L,,
PB11-5886,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,Ca,71.919,12,mg/L,,
PB11-5897,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,Ca,100.888,12,mg/L,,
PB11-5897,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,Ca,100.61,12,mg/L,,Analysis replicate
PB11-5908,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,Ca,92.299,12,mg/L,,
PB11-5919,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,Ca,76.614,12,mg/L,,Precipitate
PB11-5930,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,Ca,90.168,12,mg/L,,
PB11-5941,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,Ca,159.575,12,mg/L,,Precipitate
PB11-5952,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,Ca,83.568,12,mg/L,,Color at bottom
PB11-5963,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,Ca,55.578,12,mg/L,,Faint color at bottom
PB11-5974,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,Ca,55.535,12,mg/L,,
PB11-5985,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,Ca,72.824,12,mg/L,,
PB11-5996,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,Ca,71.619,12,mg/L,,Precipitate
PB11-6007,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,Ca,126.112,12,mg/L,,Faint color at bottom
PB11-6007,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,Ca,126.251,12,mg/L,,"Faint color at bottom, Analysis replicate"
PB11-6018,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,Ca,177.982,12,mg/L,,Color at bottom
PB11-6032 Cations,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,Ca,107.232,12,mg/L,,
PB11-6032 Cations,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,Ca,107.232,12,mg/L,,Analysis replicate
PB11-6043 Cations,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,Ca,66.207,12,mg/L,,
PB11-6044,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,Ca,50.061,12,mg/L,,Color at bottom
PB11-6054 Cations,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,Ca,49.938,12,mg/L,,
PB11-6055,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,Ca,47.913,12,mg/L,,
PB11-6065 Cations,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,Ca,38.962,12,mg/L,,Faint color at bottom
PB11-6066,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,Ca,45.087,12,mg/L,,Faint color at bottom
PB11-6076 Cations,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,Ca,45.449,12,mg/L,,Faint color at bottom
PB11-6077,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,Ca,51.138,12,mg/L,,
PB11-6087 Cations,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,Ca,53.04,12,mg/L,,
PB11-6088,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,Ca,53.564,12,mg/L,,
PB11-6098 Cations,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,Ca,74.312,12,mg/L,,Faint color at bottom
PB11-6098 Cations,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,Ca,74.359,12,mg/L,,"Faint color at bottom, Analysis replicate"
PB11-6099,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,Ca,56.799,12,mg/L,,
PB11-6110,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,Ca,71.208,12,mg/L,,
PB11-6121,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,Ca,92.275,12,mg/L,,
PB11-6129 Cations,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,Ca,0.095,0.12,mg/L,<,sipper/valve/syringe/filter
PB11-6130 Cations,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,Ca,0.118,0.12,mg/L,<,sipper/valve/syringe/filter
PB11-6131 Cations,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,Ca,0.131,0.12,mg/L,,sipper/valve/syringe/filter
PB12-6209,Field Blanks,09/24/12,12.75,Field Blank,Plot Amendments,process blank,,,,,Ca,0.0055,0.04,mg/L,<,process blank
PB12-6210,Field Blanks,09/24/12,12.75,Field Blank,Plot Amendments,process blank,,,,,Ca,-0.0046,0.04,mg/L,<,process blank
PB12-6211,Field Blanks,09/24/12,12.75,Field Blank,Plot Amendments,process blank,,,,,Ca,0.0075,0.04,mg/L,<,process blank
PB12-6225,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,Ca,116.8449,0.04,mg/L,,
PB12-6237,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,Ca,111.7263,0.04,mg/L,,
PB12-6249,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,Ca,137.7725,0.04,mg/L,,
PB12-6261,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,Ca,145.0123,0.04,mg/L,,
PB12-6273,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,Ca,146.4895,0.04,mg/L,,
PB12-6285,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,Ca,118.5719,0.04,mg/L,,
PB12-6285,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,Ca,117.5848,0.04,mg/L,,analysis replicate
PB12-6297,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,Ca,126.4738,0.04,mg/L,,
PB12-6309,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,Ca,145.3711,0.04,mg/L,,
PB12-6321,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,Ca,158.8698,0.04,mg/L,,
PB12-6333,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,Ca,152.2813,0.04,mg/L,,
PB12-6345,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,Ca,145.4429,0.04,mg/L,,
PB12-6357,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,Ca,118.3434,0.04,mg/L,,
PB12-6369,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,Ca,134.4357,0.04,mg/L,,
PB12-6369,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,Ca,135.3951,0.04,mg/L,,analysis replicate
PB12-6381,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,Ca,134.6553,0.04,mg/L,,
PB12-6393,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,Ca,149.8151,0.04,mg/L,,
PB12-6405,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,Ca,124.6949,0.04,mg/L,,
PB12-6417,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,Ca,129.3256,0.04,mg/L,,
PB12-6417,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,Ca,129.2148,0.04,mg/L,,analysis replicate
PB12-6429,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,Ca,146.5634,0.04,mg/L,,
PB10-8948,W21-UM-Central-B,09/21/10,10.75,Sediment,Plot Amendments,Control-Initial,Control,1,,0-3,Ca-solid,3.758,0.009,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-8960,W21-UM-Central-B,09/21/10,10.75,Sediment,Plot Amendments,Sedimite-Initial,Sedimite,5,,0-3,Ca-solid,4.318,0.009,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-8972,W21-UM-Central-B,09/21/10,10.75,Sediment,Plot Amendments,Biochar-Initial,Biochar,4,Composite,0-3,Ca-solid,4.864,0.009,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-8984,W21-UM-Central-B,09/21/10,10.75,Sediment,Plot Amendments,Lime-Initial,Lime,3,Composite,0-3,Ca-solid,4.303,0.01,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-8996,W21-UM-Central-B,09/21/10,10.75,Sediment,Plot Amendments,Iron-Initial,FeCl2,2,Composite,0-3,Ca-solid,4.771,0.009,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9008,W21-UM-West-A,09/21/10,10.75,Sediment,Plot Amendments,Control-Initial,Control,1,Composite,0-3,Ca-solid,5.248,0.008,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9020,W21-UM-West-A,09/21/10,10.75,Sediment,Plot Amendments,Sedimite-Initial,Sedimite,5,,0-3,Ca-solid,5.131,0.008,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9032,W21-UM-West-A,09/21/10,10.75,Sediment,Plot Amendments,Biochar-Initial,Biochar,4,Composite,0-3,Ca-solid,5.737,0.007,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9044,W21-UM-West-A,09/21/10,10.75,Sediment,Plot Amendments,Lime-Initial,Lime,3,Composite,0-3,Ca-solid,5.064,0.007,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9056,W21-UM-West-A,09/21/10,10.75,Sediment,Plot Amendments,Iron-Initial,FeCl2,2,Composite,0-3,Ca-solid,5.108,0.007,mg/g,,"Averaged replicates, Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged"
PB10-9056,W21-UM-West-A,09/21/10,10.75,Sediment,Plot Amendments,Iron-Initial,FeCl2,2,Composite,0-3,Ca-solid,5.419,0.007,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9060,Amendments,09/21/10,10.75,Sediment,Plot Amendments,Silt cap,Silt cap,8,,,Ca-solid,,,,,
PB10-9061,Amendments,09/21/10,10.75,Sediment,Plot Amendments,Biochar,Biochar,4,,,Ca-solid,,,,,
PB10-9062,Amendments,09/21/10,10.75,Sediment,Plot Amendments,Sedimite,Sedimite,5,,,Ca-solid,,,,,
PB10-9063,Amendments,09/21/10,10.75,Sediment,Plot Amendments,Lime,Lime,3,,,Ca-solid,,,,,
PB10-9064,Amendments,09/21/10,10.75,Sediment,Plot Amendments,Sand 1,sand cap,7,,,Ca-solid,,,,,
PB10-9065,Amendments,09/21/10,10.75,Sediment,Plot Amendments,Sand 2,sand cap,7,,,Ca-solid,,,,,
PB10-9089,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R1.1-Lime,Lime,3,1,0-3,Ca-solid,69.809,0.007,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9102,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-3,Ca-solid,8.109,0.007,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9115,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R1.3-Control,Control,1,1,0-3,Ca-solid,3.858,0.007,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9129,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-3,Ca-solid,4.122,0.008,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9142,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-3,Ca-solid,4.568,0.006,mg/g,,"Averaged replicates, Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged"
PB10-9142,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-3,Ca-solid,4.407,0.006,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9155,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-3,Ca-solid,4.459,0.007,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9169,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-3,Ca-solid,6.644,0.008,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9182,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R2.3-Lime,Lime,3,2,0-3,Ca-solid,51.536,0.007,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9195,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R2.4-Control,Control,1,2,0-3,Ca-solid,5.537,0.008,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9209,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-3,Ca-solid,4.699,0.008,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9222,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-3,Ca-solid,3.618,0.007,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9235,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R3.2-Control,Control,1,3,0-3,Ca-solid,3.742,0.006,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9249,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-3,Ca-solid,6.455,0.008,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9262,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-3,Ca-solid,5.139,0.007,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9275,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R3.5-Lime,Lime,3,3,0-3,Ca-solid,37.337,0.007,mg/g,,"Averaged replicates, Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged"
PB10-9275,W21-UM-West-A,10/19/10,10.8333333333333,Sediment,Plot Amendments,R3.5-Lime,Lime,3,3,0-3,Ca-solid,38.788,0.008,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9289,W21-UM-Central-B,10/19/10,10.8333333333333,Sediment,Plot Amendments,R1.1-Lime,Lime,3,1,0-3,Ca-solid,34.93,0.009,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9302,W21-UM-Central-B,10/19/10,10.8333333333333,Sediment,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-3,Ca-solid,5.855,0.011,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9315,W21-UM-Central-B,10/19/10,10.8333333333333,Sediment,Plot Amendments,R1.3-Control,Control,1,1,0-3,Ca-solid,4.18,0.012,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9329,W21-UM-Central-B,10/19/10,10.8333333333333,Sediment,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-3,Ca-solid,3.45,0.012,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9342,W21-UM-Central-B,10/19/10,10.8333333333333,Sediment,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-3,Ca-solid,4.231,0.011,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9355,W21-UM-Central-B,10/20/10,10.8333333333333,Sediment,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-3,Ca-solid,4.025,0.008,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9369,W21-UM-Central-B,10/20/10,10.8333333333333,Sediment,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-3,Ca-solid,6.581,0.009,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9382,W21-UM-Central-B,10/20/10,10.8333333333333,Sediment,Plot Amendments,R2.3-Lime,Lime,3,2,0-3,Ca-solid,33.904,0.009,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9395,W21-UM-Central-B,10/20/10,10.8333333333333,Sediment,Plot Amendments,R2.4-Control,Control,1,2,0-3,Ca-solid,4.993,0.01,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9409,W21-UM-Central-B,10/20/10,10.8333333333333,Sediment,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-3,Ca-solid,6.216,0.01,mg/g,,"Averaged replicates, Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged"
PB10-9409,W21-UM-Central-B,10/20/10,10.8333333333333,Sediment,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-3,Ca-solid,6.121,0.009,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9422,W21-UM-Central-B,10/20/10,10.8333333333333,Sediment,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-3,Ca-solid,3.375,0.01,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9435,W21-UM-Central-B,10/20/10,10.8333333333333,Sediment,Plot Amendments,R3.2-Control,Control,1,3,0-3,Ca-solid,4.159,0.01,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
PB10-9449,W21-UM-Central-B,10/20/10,10.8333333333333,Sediment,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-3,Ca-solid,5.218,0.009,mg/g,,"Averaged replicates, Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged"
PB10-9449,W21-UM-Central-B,10/20/10,10.8333333333333,Sediment,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-3,Ca-solid,5.97,0.009,mg/g,,Blanks analyzed on both 2/2/2011 and 2/3/2011 then averaged
