station,stat_alt,event_date,common_name,tiss_type,mn_size,num_hom,wet_weight,pct_lipid,ACENTHE,unit,QA_flag,MDL,ACENTHY,unit,QA_flag,MDL,AG,unit,QA_flag,MDL,AL,unit,QA_flag,MDL,ALDRIN,unit,QA_flag,MDL,ANTHRA,unit,QA_flag,MDL,AS,unit,QA_flag,MDL,BENANTH,unit,QA_flag,MDL,BENAPY,unit,QA_flag,MDL,BENZOBFL,unit,QA_flag,MDL,BENZOKFL,unit,QA_flag,MDL,BENZOP,unit,QA_flag,MDL,BIPHENYL,unit,QA_flag,MDL,CD,unit,QA_flag,MDL,CHRYSENE,unit,QA_flag,MDL,CISCHL,unit,QA_flag,MDL,CR,unit,QA_flag,MDL,CU,unit,QA_flag,MDL,DIBENTP,unit,QA_flag,MDL,DIBENZ,unit,QA_flag,MDL,DIELDRIN,unit,QA_flag,MDL,DIMETH,unit,QA_flag,MDL,ENDOSUI,unit,QA_flag,MDL,ENDOSUII,unit,QA_flag,MDL,ENDOSULF,unit,QA_flag,MDL,ENDRIN,unit,QA_flag,MDL,FE,unit,QA_flag,MDL,FLUORANT,unit,QA_flag,MDL,FLUORENE,unit,QA_flag,MDL,HEPTACHL,unit,QA_flag,MDL,HEPTAEPO,unit,QA_flag,MDL,HEXACHL,unit,QA_flag,MDL,HG,unit,QA_flag,MDL,INDENO,unit,QA_flag,MDL,LINDANE,unit,QA_flag,MDL,MENAP1,unit,QA_flag,MDL,MENAP2,unit,QA_flag,MDL,MEPHEN1,unit,QA_flag,MDL,MIREX,unit,QA_flag,MDL,NAPH,unit,QA_flag,MDL,NI,unit,QA_flag,MDL,OPDDD,unit,QA_flag,MDL,OPDDE,unit,QA_flag,MDL,OPDDT,unit,QA_flag,MDL,PB,unit,QA_flag,MDL,PCB101,unit,QA_flag,MDL,PCB105,unit,QA_flag,MDL,PCB110,unit,QA_flag,MDL,PCB118,unit,QA_flag,MDL,PCB126,unit,QA_flag,MDL,PCB128,unit,QA_flag,MDL,PCB138,unit,QA_flag,MDL,PCB153,unit,QA_flag,MDL,PCB170,unit,QA_flag,MDL,PCB18,unit,QA_flag,MDL,PCB180,unit,QA_flag,MDL,PCB187,unit,QA_flag,MDL,PCB195,unit,QA_flag,MDL,PCB206,unit,QA_flag,MDL,PCB209,unit,QA_flag,MDL,PCB28,unit,QA_flag,MDL,PCB44,unit,QA_flag,MDL,PCB52,unit,QA_flag,MDL,PCB66,unit,QA_flag,MDL,PCB77,unit,QA_flag,MDL,PCB77_CO,unit,QA_flag,MDL,PCB8,unit,QA_flag,MDL,PPDDD,unit,QA_flag,MDL,PPDDE,unit,QA_flag,MDL,PPDDT,unit,QA_flag,MDL,PYRENE,unit,QA_flag,MDL,SE,unit,QA_flag,MDL,SN,unit,QA_flag,MDL,TNONCHL,unit,QA_flag,MDL,TOXAPHEN,unit,QA_flag,MDL,TRIMETH,unit,QA_flag,MDL,ZN,unit,QA_flag,MDL
NH00-0019,A,8/2/2000,ATLANTIC TOMCOD,Whole,106,1,2.76,8.51,0.7,ng/wet g,CHM-A,1.4,0.7,ng/wet g,CHM-A,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.11,ng/wet g,CHM-A,0.22,0.32,ng/wet g,CHM-B,1.8,NA,NA,NA,NA,0.75,ng/wet g,CHM-A,1.5,0.5,ng/wet g,CHM-A,1,0.46,ng/wet g,CHM-A,0.92,1,ng/wet g,CHM-A,2,0.5,ng/wet g,CHM-A,1,0.44,ng/wet g,CHM-B,1.4,NA,NA,NA,NA,0.65,ng/wet g,CHM-A,1.3,0.15,ng/wet g,CHM-B,0.29,NA,NA,NA,NA,NA,NA,NA,NA,0.85,ng/wet g,CHM-A,1.7,0.49,ng/wet g,CHM-A,0.98,0.13,ng/wet g,CHM-B,0.25,1.05,ng/wet g,CHM-A,2.1,0.2,ng/wet g,CHM-A,0.4,0.2,ng/wet g,CHM-A,0.4,0.25,ng/wet g,CHM-B,0.4,0.125,ng/wet g,CHM-A,0.25,NA,NA,NA,NA,0.98,ng/wet g,CHM-B,2.2,0.85,ng/wet g,CHM-A,1.7,0.145,ng/wet g,CHM-A,0.29,0.039,ng/wet g,CHM-B,0.25,0.087,ng/wet g,CHM-B,0.18,NA,NA,NA,NA,0.5,ng/wet g,CHM-A,1,0.03,ng/wet g,CHM-B,0.25,0.89,ng/wet g,CHM-B,2.1,2.5,ng/wet g,NA,2.1,0.17,ng/wet g,CHM-B,2.1,0.07,ng/wet g,CHM-A,0.14,2.6,ng/wet g,NA,2.1,NA,NA,NA,NA,0.165,ng/wet g,CHM-A,0.33,0.18,ng/wet g,CHM-A,0.36,0.2,ng/wet g,CHM-A,0.4,NA,NA,NA,NA,1.5,ng/wet g,NA,0.28,0.42,ng/wet g,NA,0.25,NA,NA,NA,NA,3,ng/wet g,NA,0.41,0.34,ng/wet g,CHM-A,0.68,0.6,ng/wet g,NA,0.5,2.7,ng/wet g,NA,0.68,5.2,ng/wet g,NA,0.5,0.3,ng/wet g,CHM-B,0.36,0.34,ng/wet g,CHM-A,0.68,0.77,ng/wet g,NA,0.28,0.62,ng/wet g,NA,0.41,0.054,ng/wet g,CHM-B,0.4,0.097,ng/wet g,CHM-B,0.21,0.15,ng/wet g,CHM-B,0.74,0.26,ng/wet g,CHM-B,0.35,0.25,ng/wet g,CHM-A,0.5,0.25,ng/wet g,CHM-B,0.48,0.6,ng/wet g,NA,0.38,NA,NA,NA,NA,0.405,ng/wet g,CHM-A,0.81,0.4,ng/wet g,CHM-B,0.65,0.59,ng/wet g,NA,0.4,2.9,ng/wet g,NA,0.36,0.1,ng/wet g,CHM-B,0.45,0.68,ng/wet g,CHM-B,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.31,ng/wet g,NA,0.22,9,ng/wet g,CHM-A,18,1.05,ng/wet g,CHM-A,2.1,NA,NA,NA,NA
NH00-0019,A,8/2/2000,WINTER FLOUNDER,Whole,225,1,15.13,6.93,0.06,ng/wet g,CHM-B,0.2,0.32,ng/wet g,NA,0.2,0.007,?g/wet g,NA,0.006,161,?g/wet g,NA,0.055,0.016,ng/wet g,CHM-A,0.032,0.1,ng/wet g,CHM-B,0.27,0.99,?g/wet g,NA,0.055,0.105,ng/wet g,CHM-A,0.21,0.2,ng/wet g,NA,0.15,0.28,ng/wet g,NA,0.13,0.14,ng/wet g,CHM-B,0.28,0.16,ng/wet g,NA,0.15,0.14,ng/wet g,CHM-B,0.21,0.009,?g/wet g,NA,0.006,0.19,ng/wet g,CHM-B,0.2,0.18,ng/wet g,NA,0.042,1.17,?g/wet g,NA,0.055,1.01,?g/wet g,NA,0.055,0.06,ng/wet g,CHM-B,0.24,0.07,ng/wet g,CHM-A,0.14,0.13,ng/wet g,NA,0.037,0.1,ng/wet g,CHM-B,0.31,0.029,ng/wet g,CHM-A,0.058,0.029,ng/wet g,CHM-A,0.058,0.076,ng/wet g,NA,0.058,0.0185,ng/wet g,CHM-A,0.037,120,?g/wet g,NA,1.1,0.4,ng/wet g,NA,0.32,0.12,ng/wet g,CHM-B,0.25,0.021,ng/wet g,CHM-A,0.042,0.03,ng/wet g,CHM-B,0.037,0.038,ng/wet g,NA,0.026,0.02,?g/wet g,NA,0.011,0.11,ng/wet g,CHM-B,0.15,0.096,ng/wet g,NA,0.037,0.36,ng/wet g,NA,0.31,0.82,ng/wet g,NA,0.31,0.11,ng/wet g,CHM-B,0.31,0.043,ng/wet g,NA,0.021,0.7,ng/wet g,NA,0.31,0.7,?g/wet g,NA,0.055,0.024,ng/wet g,CHM-A,0.048,0.0265,ng/wet g,CHM-A,0.053,0.029,ng/wet g,CHM-A,0.058,0.188,?g/wet g,NA,0.006,0.94,ng/wet g,NA,0.041,0.32,ng/wet g,NA,0.037,NA,NA,NA,NA,1.8,ng/wet g,NA,0.06,0.0495,ng/wet g,CHM-A,0.099,0.44,ng/wet g,NA,0.073,2.4,ng/wet g,NA,0.099,4,ng/wet g,NA,0.073,0.44,ng/wet g,NA,0.052,0.0495,ng/wet g,CHM-A,0.099,0.94,ng/wet g,NA,0.041,0.85,ng/wet g,NA,0.06,0.065,ng/wet g,NA,0.059,0.37,ng/wet g,NA,0.031,0.21,ng/wet g,NA,0.11,0.14,ng/wet g,NA,0.051,0.065,ng/wet g,CHM-B,0.073,0.16,ng/wet g,NA,0.07,0.36,ng/wet g,NA,0.056,NA,NA,NA,NA,0.06,ng/wet g,CHM-A,0.12,0.088,ng/wet g,CHM-B,0.095,0.23,ng/wet g,NA,0.058,2.4,ng/wet g,NA,0.053,0.014,ng/wet g,CHM-B,0.066,0.38,ng/wet g,CHM-B,0.38,0.33,?g/wet g,NA,0.055,0.065,?g/wet g,NA,0.006,0.41,ng/wet g,NA,0.032,1.3,ng/wet g,CHM-A,2.6,0.155,ng/wet g,CHM-A,0.31,9.56,?g/wet g,NA,0.055
NH00-0057,A,8/3/2000,ATLANTIC TOMCOD,Whole,115.5,2,9.59,10.6,0.46,ng/wet g,NA,0.32,0.155,ng/wet g,CHM-A,0.31,NA,NA,NA,NA,NA,NA,NA,NA,0.025,ng/wet g,CHM-A,0.05,0.39,ng/wet g,CHM-B,0.42,NA,NA,NA,NA,0.17,ng/wet g,CHM-A,0.34,0.12,ng/wet g,CHM-A,0.24,0.105,ng/wet g,CHM-A,0.21,0.225,ng/wet g,CHM-A,0.45,0.115,ng/wet g,CHM-A,0.23,0.34,ng/wet g,NA,0.33,NA,NA,NA,NA,0.51,ng/wet g,NA,0.31,0.18,ng/wet g,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA,1.6,ng/wet g,NA,0.38,0.11,ng/wet g,CHM-A,0.22,0.34,ng/wet g,NA,0.058,2.6,ng/wet g,NA,0.49,0.046,ng/wet g,CHM-A,0.092,0.046,ng/wet g,CHM-A,0.092,0.18,ng/wet g,NA,0.092,0.029,ng/wet g,CHM-A,0.058,NA,NA,NA,NA,0.88,ng/wet g,NA,0.5,0.88,ng/wet g,NA,0.4,0.0335,ng/wet g,CHM-A,0.067,0.027,ng/wet g,CHM-B,0.058,0.1,ng/wet g,NA,0.042,NA,NA,NA,NA,0.12,ng/wet g,CHM-A,0.24,0.029,ng/wet g,CHM-B,0.058,3.7,ng/wet g,NA,0.49,8.8,ng/wet g,NA,0.49,0.86,ng/wet g,NA,0.49,0.076,ng/wet g,NA,0.033,3.4,ng/wet g,NA,0.49,NA,NA,NA,NA,0.0375,ng/wet g,CHM-A,0.075,0.0415,ng/wet g,CHM-A,0.083,0.046,ng/wet g,CHM-A,0.092,NA,NA,NA,NA,1.3,ng/wet g,NA,0.065,0.93,ng/wet g,NA,0.058,NA,NA,NA,NA,3.2,ng/wet g,NA,0.095,0.08,ng/wet g,CHM-A,0.16,0.55,ng/wet g,NA,0.12,3.3,ng/wet g,NA,0.16,5.2,ng/wet g,NA,0.11,0.62,ng/wet g,NA,0.082,0.13,ng/wet g,CHM-B,0.16,1.2,ng/wet g,NA,0.065,0.63,ng/wet g,NA,0.095,0.0465,ng/wet g,CHM-A,0.093,0.41,ng/wet g,NA,0.049,0.38,ng/wet g,NA,0.17,0.22,ng/wet g,NA,0.08,0.16,ng/wet g,NA,0.11,0.36,ng/wet g,NA,0.11,0.46,ng/wet g,NA,0.088,NA,NA,NA,NA,0.095,ng/wet g,CHM-A,0.19,0.7,ng/wet g,NA,0.15,0.5,ng/wet g,NA,0.092,2.2,ng/wet g,NA,0.083,0.033,ng/wet g,CHM-B,0.1,1.1,ng/wet g,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,0.43,ng/wet g,NA,0.05,2.1,ng/wet g,CHM-A,4.2,0.62,ng/wet g,NA,0.49,NA,NA,NA,NA
NH00-0057,A,8/3/2000,WINTER FLOUNDER,Whole,220.67,3,15.95,3.63,0.23,ng/wet g,NA,0.19,0.6,ng/wet g,NA,0.19,0.014,?g/wet g,NA,0.004,45.4,?g/wet g,NA,0.039,0.015,ng/wet g,CHM-A,0.03,0.42,ng/wet g,NA,0.25,1.45,?g/wet g,NA,0.039,1.9,ng/wet g,NA,0.2,1.7,ng/wet g,NA,0.14,1.3,ng/wet g,NA,0.13,0.82,ng/wet g,NA,0.27,0.88,ng/wet g,NA,0.14,0.33,ng/wet g,NA,0.2,0.008,?g/wet g,NA,0.004,1.6,ng/wet g,NA,0.18,0.14,ng/wet g,NA,0.04,0.2,?g/wet g,NA,0.039,0.96,?g/wet g,NA,0.039,0.11,ng/wet g,CHM-B,0.23,0.077,ng/wet g,CHM-B,0.14,0.14,ng/wet g,NA,0.035,0.19,ng/wet g,CHM-B,0.3,0.0275,ng/wet g,CHM-A,0.055,0.0275,ng/wet g,CHM-A,0.055,0.058,ng/wet g,NA,0.055,0.0175,ng/wet g,CHM-A,0.035,48,?g/wet g,NA,0.77,2.7,ng/wet g,NA,0.3,0.32,ng/wet g,NA,0.24,0.02,ng/wet g,CHM-A,0.04,0.013,ng/wet g,CHM-B,0.035,0.047,ng/wet g,NA,0.025,0.03,?g/wet g,NA,0.008,0.61,ng/wet g,NA,0.14,0.025,ng/wet g,CHM-B,0.035,1.5,ng/wet g,NA,0.3,1.4,ng/wet g,NA,0.3,0.24,ng/wet g,CHM-B,0.3,0.036,ng/wet g,NA,0.02,2.3,ng/wet g,NA,0.3,0.1,?g/wet g,NA,0.039,0.0225,ng/wet g,CHM-A,0.045,0.025,ng/wet g,CHM-A,0.05,0.0275,ng/wet g,CHM-A,0.055,0.091,?g/wet g,NA,0.004,0.24,ng/wet g,NA,0.039,0.27,ng/wet g,NA,0.035,NA,NA,NA,NA,1.2,ng/wet g,NA,0.057,0.047,ng/wet g,CHM-A,0.094,0.36,ng/wet g,NA,0.07,1.9,ng/wet g,NA,0.094,3.2,ng/wet g,NA,0.069,0.36,ng/wet g,NA,0.05,0.047,ng/wet g,CHM-A,0.094,0.81,ng/wet g,NA,0.039,0.29,ng/wet g,NA,0.057,0.038,ng/wet g,CHM-B,0.056,0.31,ng/wet g,NA,0.03,0.29,ng/wet g,NA,0.1,0.081,ng/wet g,NA,0.048,0.028,ng/wet g,CHM-B,0.069,0.049,ng/wet g,CHM-B,0.067,0.18,ng/wet g,NA,0.053,NA,NA,NA,NA,0.055,ng/wet g,CHM-A,0.11,0.13,ng/wet g,NA,0.09,0.17,ng/wet g,NA,0.055,0.63,ng/wet g,NA,0.05,0.054,ng/wet g,CHM-B,0.063,4,ng/wet g,NA,0.37,0.46,?g/wet g,NA,0.039,0.042,?g/wet g,NA,0.004,0.32,ng/wet g,NA,0.03,1.25,ng/wet g,CHM-A,2.5,0.15,ng/wet g,CHM-A,0.3,8.41,?g/wet g,NA,0.039
NH00-0063,A,8/3/2000,ATLANTIC TOMCOD,Whole,114.22,9,15.18,7.8,1.2,ng/wet g,NA,0.2,0.46,ng/wet g,NA,0.2,0.024,?g/wet g,NA,0.004,61.8,?g/wet g,NA,0.037,0.016,ng/wet g,CHM-A,0.032,0.57,ng/wet g,NA,0.27,1.09,?g/wet g,NA,0.037,0.105,ng/wet g,CHM-A,0.21,0.28,ng/wet g,NA,0.15,0.3,ng/wet g,NA,0.13,0.19,ng/wet g,CHM-B,0.28,0.15,ng/wet g,CHM-B,0.15,0.41,ng/wet g,NA,0.21,0.011,?g/wet g,NA,0.004,0.84,ng/wet g,NA,0.19,0.33,ng/wet g,NA,0.042,4.39,?g/wet g,NA,0.037,2.38,?g/wet g,NA,0.037,0.41,ng/wet g,NA,0.24,0.07,ng/wet g,CHM-A,0.14,0.72,ng/wet g,NA,0.037,0.54,ng/wet g,NA,0.31,0.029,ng/wet g,CHM-A,0.058,0.029,ng/wet g,CHM-A,0.058,0.24,ng/wet g,NA,0.058,0.0185,ng/wet g,CHM-A,0.037,230,?g/wet g,NA,0.74,2.1,ng/wet g,NA,0.32,0.48,ng/wet g,NA,0.25,0.021,ng/wet g,CHM-A,0.042,0.054,ng/wet g,NA,0.037,0.14,ng/wet g,NA,0.026,0.07,?g/wet g,NA,0.007,0.099,ng/wet g,CHM-B,0.15,0.061,ng/wet g,NA,0.037,2.6,ng/wet g,NA,0.31,5.6,ng/wet g,NA,0.31,0.11,ng/wet g,CHM-B,0.31,0.061,ng/wet g,NA,0.021,3.8,ng/wet g,NA,0.31,0.93,?g/wet g,NA,0.037,0.0235,ng/wet g,CHM-A,0.047,0.0265,ng/wet g,CHM-A,0.053,0.029,ng/wet g,CHM-A,0.058,0.103,?g/wet g,NA,0.004,1.6,ng/wet g,NA,0.041,0.97,ng/wet g,NA,0.037,NA,NA,NA,NA,3.8,ng/wet g,NA,0.06,0.049,ng/wet g,CHM-A,0.098,0.72,ng/wet g,NA,0.073,3.2,ng/wet g,NA,0.099,5,ng/wet g,NA,0.072,0.56,ng/wet g,NA,0.052,0.14,ng/wet g,NA,0.098,1.1,ng/wet g,NA,0.041,0.53,ng/wet g,NA,0.06,0.0295,ng/wet g,CHM-A,0.059,0.36,ng/wet g,NA,0.031,0.31,ng/wet g,NA,0.11,0.4,ng/wet g,NA,0.05,0.14,ng/wet g,NA,0.072,0.5,ng/wet g,NA,0.07,0.97,ng/wet g,NA,0.056,NA,NA,NA,NA,0.06,ng/wet g,CHM-A,0.12,0.76,ng/wet g,NA,0.094,1.2,ng/wet g,NA,0.058,3.4,ng/wet g,NA,0.053,0.022,ng/wet g,CHM-B,0.066,2.3,ng/wet g,NA,0.38,0.5,?g/wet g,NA,0.037,0.074,?g/wet g,NA,0.004,0.46,ng/wet g,NA,0.032,1.3,ng/wet g,CHM-A,2.6,0.155,ng/wet g,CHM-A,0.31,17.4,?g/wet g,NA,0.037
NH00-0063,A,8/3/2000,WINTER FLOUNDER,Whole,461.4,5,15,5.09,6.5,ng/wet g,NA,0.2,0.1,ng/wet g,CHM-A,0.2,0.022,?g/wet g,NA,0.005,54.1,?g/wet g,NA,0.047,0.016,ng/wet g,CHM-A,0.032,12,ng/wet g,NA,0.27,1.32,?g/wet g,NA,0.047,17,ng/wet g,NA,0.22,12,ng/wet g,NA,0.15,14,ng/wet g,NA,0.14,5.6,ng/wet g,NA,0.29,5.2,ng/wet g,NA,0.15,0.6,ng/wet g,NA,0.21,0.02,?g/wet g,NA,0.005,16,ng/wet g,NA,0.2,0.22,ng/wet g,NA,0.043,0.84,?g/wet g,NA,0.047,1.66,?g/wet g,NA,0.047,3.5,ng/wet g,NA,0.24,0.73,ng/wet g,NA,0.14,0.25,ng/wet g,NA,0.037,0.57,ng/wet g,NA,0.31,0.0295,ng/wet g,CHM-A,0.059,0.0295,ng/wet g,CHM-A,0.059,0.13,ng/wet g,NA,0.059,0.0185,ng/wet g,CHM-A,0.037,135,?g/wet g,NA,0.94,41,ng/wet g,NA,0.32,5.8,ng/wet g,NA,0.25,0.0215,ng/wet g,CHM-A,0.043,0.015,ng/wet g,CHM-B,0.037,0.07,ng/wet g,NA,0.027,0.05,?g/wet g,NA,0.009,5.2,ng/wet g,NA,0.15,0.034,ng/wet g,CHM-B,0.037,2.2,ng/wet g,NA,0.31,2.5,ng/wet g,NA,0.31,3.6,ng/wet g,NA,0.31,0.048,ng/wet g,NA,0.021,3.4,ng/wet g,NA,0.31,0.45,?g/wet g,NA,0.047,0.024,ng/wet g,CHM-A,0.048,0.0265,ng/wet g,CHM-A,0.053,0.0295,ng/wet g,CHM-A,0.059,0.315,?g/wet g,NA,0.005,0.93,ng/wet g,NA,0.041,0.42,ng/wet g,NA,0.037,NA,NA,NA,NA,1.9,ng/wet g,NA,0.06,0.05,ng/wet g,CHM-A,0.1,0.58,ng/wet g,NA,0.074,2.7,ng/wet g,NA,0.1,3.9,ng/wet g,NA,0.073,0.42,ng/wet g,NA,0.053,0.053,ng/wet g,CHM-B,0.1,0.93,ng/wet g,NA,0.041,0.72,ng/wet g,NA,0.06,0.031,ng/wet g,CHM-B,0.059,0.35,ng/wet g,NA,0.031,0.34,ng/wet g,NA,0.11,0.19,ng/wet g,NA,0.051,0.078,ng/wet g,NA,0.073,0.23,ng/wet g,NA,0.071,0.38,ng/wet g,NA,0.056,NA,NA,NA,NA,0.06,ng/wet g,CHM-A,0.12,0.2,ng/wet g,NA,0.095,0.45,ng/wet g,NA,0.059,1.5,ng/wet g,NA,0.053,0.038,ng/wet g,CHM-B,0.067,34,ng/wet g,NA,0.39,0.58,?g/wet g,NA,0.047,0.067,?g/wet g,NA,0.005,0.32,ng/wet g,NA,0.032,1.35,ng/wet g,CHM-A,2.7,0.29,ng/wet g,CHM-B,0.31,11.3,?g/wet g,NA,0.047
NH00-0067,C,8/3/2000,ATLANTIC TOMCOD,Whole,127.5,2,8.92,14.9,7.6,ng/wet g,NA,0.34,1.7,ng/wet g,NA,0.34,0.013,?g/wet g,NA,0.005,25.8,?g/wet g,NA,0.047,0.027,ng/wet g,CHM-A,0.054,1.6,ng/wet g,NA,0.45,0.74,?g/wet g,NA,0.047,0.18,ng/wet g,CHM-A,0.36,0.62,ng/wet g,NA,0.26,0.71,ng/wet g,NA,0.23,0.29,ng/wet g,CHM-B,0.48,0.26,ng/wet g,NA,0.25,1.1,ng/wet g,NA,0.35,0.008,?g/wet g,NA,0.005,1.4,ng/wet g,NA,0.33,0.61,ng/wet g,NA,0.072,0.89,?g/wet g,NA,0.047,1.28,?g/wet g,NA,0.047,1.6,ng/wet g,NA,0.41,0.12,ng/wet g,CHM-A,0.24,1.4,ng/wet g,NA,0.063,1.3,ng/wet g,NA,0.53,0.055,ng/wet g,CHM-B,0.099,0.0495,ng/wet g,CHM-A,0.099,0.3,ng/wet g,NA,0.099,0.0315,ng/wet g,CHM-A,0.063,32,?g/wet g,NA,0.94,3.6,ng/wet g,NA,0.54,2.4,ng/wet g,NA,0.43,0.036,ng/wet g,CHM-A,0.072,0.063,ng/wet g,CHM-B,0.063,0.22,ng/wet g,NA,0.045,0.08,?g/wet g,NA,0.009,0.19,ng/wet g,CHM-B,0.26,0.1,ng/wet g,NA,0.063,6.2,ng/wet g,NA,0.53,7.2,ng/wet g,NA,0.53,0.43,ng/wet g,CHM-B,0.53,0.1,ng/wet g,NA,0.036,6.7,ng/wet g,NA,0.53,0.51,?g/wet g,NA,0.047,0.41,ng/wet g,NA,0.081,0.4,ng/wet g,NA,0.09,0.0495,ng/wet g,CHM-A,0.099,0.083,?g/wet g,NA,0.005,2.3,ng/wet g,NA,0.07,1.1,ng/wet g,NA,0.062,NA,NA,NA,NA,4.4,ng/wet g,NA,0.1,0.085,ng/wet g,CHM-A,0.17,0.79,ng/wet g,NA,0.12,3.2,ng/wet g,NA,0.17,5.6,ng/wet g,NA,0.12,0.53,ng/wet g,NA,0.089,0.53,ng/wet g,NA,0.17,1.1,ng/wet g,NA,0.07,0.5,ng/wet g,NA,0.1,0.05,ng/wet g,CHM-A,0.1,0.27,ng/wet g,NA,0.053,0.24,ng/wet g,NA,0.18,0.84,ng/wet g,NA,0.086,0.35,ng/wet g,NA,0.12,1,ng/wet g,NA,0.12,1.3,ng/wet g,NA,0.095,NA,NA,NA,NA,0.1,ng/wet g,CHM-A,0.2,0.45,ng/wet g,NA,0.16,2.8,ng/wet g,NA,0.099,4.2,ng/wet g,NA,0.09,0.35,ng/wet g,NA,0.11,2.6,ng/wet g,NA,0.65,0.48,?g/wet g,NA,0.047,0.026,?g/wet g,NA,0.005,0.75,ng/wet g,NA,0.054,2.25,ng/wet g,CHM-A,4.5,0.42,ng/wet g,CHM-B,0.53,13.8,?g/wet g,NA,0.047
NH00-0013,A,8/8/2000,WINTER FLOUNDER,Whole,138.33,3,7.62,2.2,0.18,ng/wet g,CHM-B,0.2,0.27,ng/wet g,NA,0.2,0.03,?g/wet g,NA,0.005,159,?g/wet g,NA,0.047,0.0155,ng/wet g,CHM-A,0.031,0.31,ng/wet g,NA,0.26,1.63,?g/wet g,NA,0.047,0.105,ng/wet g,CHM-A,0.21,0.075,ng/wet g,CHM-A,0.15,0.55,ng/wet g,NA,0.13,0.2,ng/wet g,CHM-B,0.28,0.4,ng/wet g,NA,0.15,0.2,ng/wet g,CHM-B,0.21,0.016,?g/wet g,NA,0.005,0.095,ng/wet g,CHM-A,0.19,0.66,ng/wet g,NA,0.042,40.8,?g/wet g,NA,0.047,1.8,?g/wet g,NA,0.047,0.18,ng/wet g,CHM-B,0.24,0.07,ng/wet g,CHM-A,0.14,0.29,ng/wet g,NA,0.037,0.24,ng/wet g,CHM-B,0.31,0.029,ng/wet g,CHM-A,0.058,0.029,ng/wet g,CHM-A,0.058,0.2,ng/wet g,NA,0.058,0.0185,ng/wet g,CHM-A,0.037,303,?g/wet g,NA,0.94,1.8,ng/wet g,NA,0.31,0.29,ng/wet g,NA,0.25,0.021,ng/wet g,CHM-A,0.042,0.063,ng/wet g,NA,0.037,0.17,ng/wet g,NA,0.026,0.03,?g/wet g,NA,0.009,0.34,ng/wet g,NA,0.15,0.031,ng/wet g,CHM-B,0.037,0.36,ng/wet g,NA,0.31,0.64,ng/wet g,NA,0.31,0.11,ng/wet g,CHM-B,0.31,0.13,ng/wet g,NA,0.021,1.6,ng/wet g,NA,0.31,21.5,?g/wet g,NA,0.047,0.57,ng/wet g,NA,0.047,0.026,ng/wet g,CHM-A,0.052,0.029,ng/wet g,CHM-A,0.058,0.282,?g/wet g,NA,0.005,2.2,ng/wet g,NA,0.041,1.1,ng/wet g,NA,0.036,NA,NA,NA,NA,3.6,ng/wet g,NA,0.06,0.049,ng/wet g,CHM-A,0.098,1.1,ng/wet g,NA,0.073,4.9,ng/wet g,NA,0.098,6.8,ng/wet g,NA,0.072,0.89,ng/wet g,NA,0.052,0.18,ng/wet g,NA,0.098,1.4,ng/wet g,NA,0.041,2.1,ng/wet g,NA,0.06,0.15,ng/wet g,NA,0.058,0.78,ng/wet g,NA,0.031,0.73,ng/wet g,NA,0.11,0.32,ng/wet g,NA,0.05,0.34,ng/wet g,NA,0.072,0.6,ng/wet g,NA,0.07,0.73,ng/wet g,NA,0.056,NA,NA,NA,NA,0.06,ng/wet g,CHM-A,0.12,0.047,ng/wet g,CHM-A,0.094,1,ng/wet g,NA,0.058,7.6,ng/wet g,NA,0.052,0.16,ng/wet g,NA,0.066,1,ng/wet g,NA,0.38,0.57,?g/wet g,NA,0.047,0.098,?g/wet g,NA,0.005,0.87,ng/wet g,NA,0.031,1.3,ng/wet g,CHM-A,2.6,0.11,ng/wet g,CHM-B,0.31,21.1,?g/wet g,NA,0.047
