site name,site code,state,system,subsite,latitude,longitude,individual ID,sample date,sample month,sample day,sample year,taxonomic group,Genus,species,common name,wet weight N,wet weight mean,wet weight st. dev,wet weight min,wet weight max,wet weight median,dry weight N,dry weight mean,dry weight st. dev.,dry weight min,dry weight max,dry weight median,length N,length mean,length st dev,length min,length max,length median,MeHg N,MeHg mean,MeHg st dev,MeHg min,MeHg max,MeHg median,THg sum N,THg sum mean,THg sum st dev,THg sum min,THg sum max,THg sum median,DMA N,DMA mean,DMA st dev,DMA min,DMA max,DMA median,,,N,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,tidal cycle,dissolved MeHg (pM),dissolved THg (pM),DOC (ug/L),salinity,temp (deg C),conductivity (uS/cm),pH,DO %sat,DO (mg/L),TSS (mg/L),particulate MeHg (pmol/g),particulate THg (pmol/g),Cha (ug/L),Pha (ug/L),nitrate (ug/L),nitrite (ug/L as N),phosphate (ug/L as P),ammonia (ug/L as N)
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,,,,2012,,,,striped bass,1,0.1076,,0.1076,0.1076,0.1076,1,0.0123,,0.0123,0.0123,0.0123,1,148,,148,148,148,1,485.1,,485.1,485.1,485.1,1,491.9,,491.9,491.9,491.9,1,469.03,,469.03,469.03,469.03,GC,2012,July,4,1.5121281141,0.1947626071,1.2478106924,1.7175202103,1.5415907769,4,275.272,17.178506648,256.238,297.474,273.688,4,7.6005619402,0.5701341651,7.0885747892,8.4045351844,7.4545688937,4,0.5532520643,0.0951194452,0.419468825,0.6357701002,0.5788846659,0,,,,,,20,259.380375,71.972393208,66.653,338.125,272.5975,20,8.6767800317,1.4199884391,5.5643879173,11.740890688,8.7886314882,0,,,,,,High,0.57,2.53,2550,0.6,27.72,1148.6666667,7.61,90.733333333,6.9566666667,32.7,1.5596330275,291.13149847,10.59,,806.96,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,,,,2012,,,,white perch,6,3.7052,3.1155330176,0.6334,7.7196,3.4491,6,0.9159833333,0.8122398991,0.1263,1.8922,0.87555,6,116.16666667,42.67278602,75,177,111.5,6,227.65,170.37546478,69.9,469.7,195.7,6,233.21666667,170.11150951,75.1,476.3,199.95,6,247.485,187.60199111,63.93,529.54,219.125,GC,2012,July,4,1.5121281141,0.1947626071,1.2478106924,1.7175202103,1.5415907769,4,275.272,17.178506648,256.238,297.474,273.688,4,7.6005619402,0.5701341651,7.0885747892,8.4045351844,7.4545688937,4,0.5532520643,0.0951194452,0.419468825,0.6357701002,0.5788846659,0,,,,,,20,259.380375,71.972393208,66.653,338.125,272.5975,20,8.6767800317,1.4199884391,5.5643879173,11.740890688,8.7886314882,0,,,,,,High,0.57,2.53,2550,0.6,27.72,1148.6666667,7.61,90.733333333,6.9566666667,32.7,1.5596330275,291.13149847,10.59,,806.96,,,
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,,,,2013,,,,blue crab,4,126.042075,46.818268748,70.9498,166.2859,133.4663,0,,,,,,4,106.75,15.64981363,88,122,108.5,4,55.161771357,21.771531322,29.680000617,82.479522346,54.243781233,4,61.289820414,24.651781503,33.29949365,93.009564711,59.425111648,3,57.06,38.415060849,30.19,101.06,39.93,GC-H,2013,August,4,0.0689631797,0.0228523386,0.0348795511,0.0837587179,0.0786072249,4,107.31575,40.120889533,71.669,151.308,103.143,4,9.5975,3.8864819138,5.285,13.15,9.9775,4,0.0678859826,0.0285702932,0.0465290225,0.1099442516,0.0575353282,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.127,1.95,1801.2,32.38,22.003333333,49395.333333,7.2866666667,,4.0533333333,31.4,3.477,125.67783094,11.34491705,4.9678935146,20.58,,,
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,,,,2013,,,,green crab,1,1.9472,,1.9472,1.9472,1.9472,0,,,,,,1,22,,22,22,22,1,22.478108499,,22.478108499,22.478108499,22.478108499,1,29.881044186,,29.881044186,29.881044186,29.881044186,0,,,,,,GC-H,2013,August,4,0.0689631797,0.0228523386,0.0348795511,0.0837587179,0.0786072249,4,107.31575,40.120889533,71.669,151.308,103.143,4,9.5975,3.8864819138,5.285,13.15,9.9775,4,0.0678859826,0.0285702932,0.0465290225,0.1099442516,0.0575353282,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.127,1.95,1801.2,32.38,22.003333333,49395.333333,7.2866666667,,4.0533333333,31.4,3.477,125.67783094,11.34491705,4.9678935146,20.58,,,
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,,,,2013,,,,mummichog,5,2.69538,1.5847268241,0.9709,4.9844,2.3521,5,0.62436,0.3768227209,0.2324,1.1855,0.5159,5,58.4,11.567194993,43,73,59,5,14.24538517,5.7128455777,8.0653483671,21.085792229,11.382419773,5,11.684889343,5.5060927012,6.3128137323,18.091418677,8.439419289,5,17.09,7.7212855147,10.79,28.31,13.42,GC-H,2013,August,4,0.0689631797,0.0228523386,0.0348795511,0.0837587179,0.0786072249,4,107.31575,40.120889533,71.669,151.308,103.143,4,9.5975,3.8864819138,5.285,13.15,9.9775,4,0.0678859826,0.0285702932,0.0465290225,0.1099442516,0.0575353282,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.127,1.95,1801.2,32.38,22.003333333,49395.333333,7.2866666667,,4.0533333333,31.4,3.477,125.67783094,11.34491705,4.9678935146,20.58,,,
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,,,,2013,,,,sand shrimp,8,0.35635,0.1604261379,0.1967,0.7293,0.3133,8,0.07535,0.0397865735,0.041,0.1652,0.06265,8,33.625,5.2898150116,27,45,32.5,8,21.409738498,12.91330091,13.336747739,52.867787241,17.712888316,8,26.620093526,12.613360224,16.708947847,56.366724131,23.414554573,1,51.7,,51.7,51.7,51.7,GC-H,2013,August,4,0.0689631797,0.0228523386,0.0348795511,0.0837587179,0.0786072249,4,107.31575,40.120889533,71.669,151.308,103.143,4,9.5975,3.8864819138,5.285,13.15,9.9775,4,0.0678859826,0.0285702932,0.0465290225,0.1099442516,0.0575353282,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.127,1.95,1801.2,32.38,22.003333333,49395.333333,7.2866666667,,4.0533333333,31.4,3.477,125.67783094,11.34491705,4.9678935146,20.58,,,
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,,,,2013,,,,silverside,5,1.40912,0.8903563792,0.5593,2.6189,1.162,5,0.34644,0.2191295804,0.1375,0.6332,0.2646,5,58.4,12.340988615,42,73,62,5,64.738297243,8.6195184021,51.394883651,72.097009798,66.796455097,5,63.62441212,9.0033342462,49.544218208,71.637808852,65.669057411,5,69.61,11.367684461,50.23,79.77,72.96,GC-H,2013,August,4,0.0689631797,0.0228523386,0.0348795511,0.0837587179,0.0786072249,4,107.31575,40.120889533,71.669,151.308,103.143,4,9.5975,3.8864819138,5.285,13.15,9.9775,4,0.0678859826,0.0285702932,0.0465290225,0.1099442516,0.0575353282,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.127,1.95,1801.2,32.38,22.003333333,49395.333333,7.2866666667,,4.0533333333,31.4,3.477,125.67783094,11.34491705,4.9678935146,20.58,,,
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,,,,2013,,,,striped killifish,5,4.64326,3.4540358529,2.2012,10.1401,2.5785,5,1.15692,0.8921366134,0.5019,2.5634,0.6629,5,72.8,18.646715528,55,101,64,5,13.30123648,4.0007657423,8.8683340822,18.507046475,12.324578313,5,13.289885059,5.3832609313,8.3593723905,22.089790364,13.022860974,5,23.36,11.039547092,12.42,36.7,22.86,GC-H,2013,August,4,0.0689631797,0.0228523386,0.0348795511,0.0837587179,0.0786072249,4,107.31575,40.120889533,71.669,151.308,103.143,4,9.5975,3.8864819138,5.285,13.15,9.9775,4,0.0678859826,0.0285702932,0.0465290225,0.1099442516,0.0575353282,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.127,1.95,1801.2,32.38,22.003333333,49395.333333,7.2866666667,,4.0533333333,31.4,3.477,125.67783094,11.34491705,4.9678935146,20.58,,,
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,,,,2015,,,,grass shrimp,5,0.37042,0.1061798333,0.2729,0.5482,0.3327,5,0.06914,0.025762628,0.0473,0.1136,0.0635,5,30.8,2.7748873851,28,35,30,5,52.1,28.944383738,19.16,87.51,44.03,5,60.462,29.755169635,24.89,94.04,54.82,0,,,,,,GC-H,2015,August,0,,,,,,0,,,,,,0,,,,,,0,,,,,,8,0.2357650383,0.0389452405,0.1627124696,0.2697426065,0.2467133846,8,175.74495,23.789303048,137.8567,203.5935,181.1098,8,13.360287755,2.826345623,10.38155072,18.166422385,12.965309932,8,0.136752611,0.0316410203,0.0961033404,0.1884759942,0.1414823058,High,0.1309519448,6.9474101642,5364.8942725,29.605,21.955,45552.79,7.365,53.055,3.99,51.934,3.0653445058,129.35681929,8.133,0.2325,26.4725955,,13.04224125,58.201117021
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,,,,2015,,,,mummichog,5,3.73694,0.632658848,3.1046,4.7314,3.7616,5,0.89618,0.1316345585,0.7484,1.0813,0.893,5,65.6,3.0495901364,62,70,65,5,46.318,11.048636567,34.87,63.87,43.6,5,50.202,11.157646257,39.7,68.55,47.34,5,53.47,10.696908432,41.28,63.54,59.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,0.1309519448,6.9474101642,5364.8942725,29.605,21.955,45552.79,7.365,53.055,3.99,51.934,3.0653445058,129.35681929,8.133,0.2325,26.4725955,,13.04224125,58.201117021
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,,,,2015,,,,sand shrimp,5,0.31786,0.0890188351,0.2006,0.4084,0.3407,5,0.0504,0.0162177372,0.028,0.0645,0.0597,5,31,3.8078865529,26,36,31,5,19.332,3.2113190436,15.94,24.59,19.08,5,23.776,3.3513176513,21.07,29.61,22.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,0.1309519448,6.9474101642,5364.8942725,29.605,21.955,45552.79,7.365,53.055,3.99,51.934,3.0653445058,129.35681929,8.133,0.2325,26.4725955,,13.04224125,58.201117021
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,,,,2015,,,,silverside,5,0.9802,0.0926939318,0.8468,1.1014,1.0016,5,0.21472,0.0240234677,0.1762,0.2382,0.2155,5,57.6,2.8809720582,53,60,58,5,84.648,29.216042169,54.69,128.59,82.53,5,94.068,29.296159646,60.42,136.93,95.08,5,98.458,24.338503857,65.75,129.74,104.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,0.1309519448,6.9474101642,5364.8942725,29.605,21.955,45552.79,7.365,53.055,3.99,51.934,3.0653445058,129.35681929,8.133,0.2325,26.4725955,,13.04224125,58.201117021
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,,,,2013,,,,blue crab,5,65.1897,36.397470584,24.2501,114.5197,59.1843,0,,,,,,1,100,,100,100,100,5,64.694189591,26.034373127,36.302655439,101.29768754,57.869176074,5,69.504209687,25.496265332,40.041099667,102.8108602,69.385615358,5,65.862,26.673280076,45.53,108.58,53.03,GC-L,2013,August,4,0.1580948189,0.115682966,0.049244845,0.3176400215,0.1327472047,4,28.984125,8.6653744137,16.767,36.265,31.45225,4,4.135,3.2617965397,1.11,8.045,3.6925,4,0.5761363238,0.395776713,0.1457918585,1.0905346292,0.5341094038,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.122,1.6,1309.2,32.553333333,21.36,49636,7.3233333333,,4.76,20.4,2.451,98.529411765,4.8850163318,3.0656165561,21.98,,,
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,,,,2013,,,,mummichog,1,0.6584,,0.6584,0.6584,0.6584,1,0.1528,,0.1528,0.1528,0.1528,1,40,,40,40,40,1,13.799733433,,13.799733433,13.799733433,13.799733433,1,16.012762902,,16.012762902,16.012762902,16.012762902,1,21.2,,21.2,21.2,21.2,GC-L,2013,August,4,0.1580948189,0.115682966,0.049244845,0.3176400215,0.1327472047,4,28.984125,8.6653744137,16.767,36.265,31.45225,4,4.135,3.2617965397,1.11,8.045,3.6925,4,0.5761363238,0.395776713,0.1457918585,1.0905346292,0.5341094038,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.122,1.6,1309.2,32.553333333,21.36,49636,7.3233333333,,4.76,20.4,2.451,98.529411765,4.8850163318,3.0656165561,21.98,,,
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,,,,2013,,,,sand shrimp,10,0.41627,0.1719114116,0.1792,0.6923,0.452,10,0.09171,0.0377313442,0.0401,0.1455,0.0977,10,35.3,4.4484703988,28,41,35.5,10,60.988651306,29.641372867,25.748744841,101.66244783,55.562911369,10,69.956015623,32.838086842,28.515788432,117.80410025,66.159887229,2,127.465,22.917330778,111.26,143.67,127.465,GC-L,2013,August,4,0.1580948189,0.115682966,0.049244845,0.3176400215,0.1327472047,4,28.984125,8.6653744137,16.767,36.265,31.45225,4,4.135,3.2617965397,1.11,8.045,3.6925,4,0.5761363238,0.395776713,0.1457918585,1.0905346292,0.5341094038,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.122,1.6,1309.2,32.553333333,21.36,49636,7.3233333333,,4.76,20.4,2.451,98.529411765,4.8850163318,3.0656165561,21.98,,,
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,,,,2013,,,,silverside,5,0.99978,0.5479299654,0.4499,1.8858,0.8519,5,0.26242,0.1452730257,0.1318,0.503,0.2416,5,56,10.931605555,43,72,55,5,106.49029444,26.045243987,82.644405606,147.76796906,100.67343193,5,110.02326402,25.620642756,86.848868909,150.51969771,105.30488783,5,103.134,33.940006335,78.88,163.03,91.99,GC-L,2013,August,4,0.1580948189,0.115682966,0.049244845,0.3176400215,0.1327472047,4,28.984125,8.6653744137,16.767,36.265,31.45225,4,4.135,3.2617965397,1.11,8.045,3.6925,4,0.5761363238,0.395776713,0.1457918585,1.0905346292,0.5341094038,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.122,1.6,1309.2,32.553333333,21.36,49636,7.3233333333,,4.76,20.4,2.451,98.529411765,4.8850163318,3.0656165561,21.98,,,
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,,,,2013,,,,striped killifish,5,2.72074,2.2397841934,0.6835,6.4484,2.0589,5,0.71372,0.6301655473,0.1722,1.775,0.5078,5,59.8,16.346253393,40,84,58,5,13.316994662,8.4872279897,2.8475560126,20.278973869,18.805222468,5,15.963671133,8.9038457396,4.8505649417,23.798663469,21.626877407,5,14.574,9.3430712295,2.44,22.48,19.6,GC-L,2013,August,4,0.1580948189,0.115682966,0.049244845,0.3176400215,0.1327472047,4,28.984125,8.6653744137,16.767,36.265,31.45225,4,4.135,3.2617965397,1.11,8.045,3.6925,4,0.5761363238,0.395776713,0.1457918585,1.0905346292,0.5341094038,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.122,1.6,1309.2,32.553333333,21.36,49636,7.3233333333,,4.76,20.4,2.451,98.529411765,4.8850163318,3.0656165561,21.98,,,
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,,,,2015,,,,mummichog,5,3.98566,0.9849008747,2.937,5.4384,3.6823,5,1.05636,0.236540933,0.7881,1.3286,1.0383,5,66.6,4.4916589363,61.5,73.5,65,5,47.902,22.097304587,22.98,78.99,49.46,5,50.784,21.26357049,26.87,80.98,51.88,5,49.184,20.359580791,28.08,78.26,47.35,GC-L,2015,August,0,,,,,,0,,,,,,0,,,,,,0,,,,,,9,0.0629967006,0.0334978715,0.021827104,0.1259474721,0.0572814025,9,11.622933333,9.6515777161,1.4649,26.5894,10.7618,9,3.052627898,2.2410380217,0.7694003144,6.7253372044,2.9954871578,9,1.6992516819,2.2771425512,0.1702534518,6.7793880961,0.4333440004,High,,,2153.1367732,30.915,21.45,47401,7.78,94.415,7.12,14.368,3.4688123136,243.76687311,1.946,0.349,6.996594,,19.67756375,34.428829787
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,,,,2015,,,,sand shrimp,5,0.36696,0.1227652557,0.2809,0.5834,0.3305,5,0.07056,0.0290992783,0.0494,0.1215,0.0599,5,34.3,3.1144823005,32,39,32.5,5,52.962,10.529438257,42.15,65.75,55.32,5,64.328,12.764151754,49.94,83.15,64.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,2153.1367732,30.915,21.45,47401,7.78,94.415,7.12,14.368,3.4688123136,243.76687311,1.946,0.349,6.996594,,19.67756375,34.428829787
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,,,,2015,,,,silverside,5,0.46132,0.0788353791,0.378,0.5652,0.4214,5,0.09766,0.0180536146,0.0841,0.1256,0.0882,5,45,3,40,48,46,5,64.948,5.5553640745,57.96,71.72,65.53,5,71.046,4.7809392383,65.14,77.27,70.64,5,67.988,5.156284515,61.57,74.88,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,2153.1367732,30.915,21.45,47401,7.78,94.415,7.12,14.368,3.4688123136,243.76687311,1.946,0.349,6.996594,,19.67756375,34.428829787
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,,,,,2013,,,,blue crab,11,16.714472727,16.986334465,0.9909,55.9864,12.609,11,3.7232363636,3.7793955536,0.2505,11.8893,1.7447,11,47.363636364,19.215997124,16,80,45,11,17.756478724,6.7927690946,0.3462455615,25.73100576,18.688481021,11,18.543101097,7.287030678,0.3462455615,27.148044534,18.713928289,11,19.649090909,8.4889144825,1.64,32.05,19.98,JP-H,2013,July,4,0.0159970525,0.0083834862,0.006117995,0.02427139,0.0167994125,4,1.94,0.8872804893,1.02,3.02,1.86,4,2.3,1.4949526191,0.835,4.36,2.0025,4,0.8479071518,0.3493498932,0.4219306897,1.1897740196,0.889961949,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.0665,1.74,3768.84,11.09,31.26,18755.333333,7.7333333333,,10.466666667,10.6,13.773584906,229.24528302,13.616970866,6.5088152219,7.7,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,,,,,2013,,,,mummichog,27,3.6131185185,2.5400446834,0.5758,8.3817,2.8958,27,0.8311,0.597745396,0.1167,1.9326,0.6078,27,59.148148148,14.898899556,34,82,58,27,25.504666526,22.986614243,7.375644155,117.74099037,21.649140866,27,25.795727236,22.98641863,7.4297079077,117.74099037,21.649140866,26,28.789615385,26.580499691,10.13,141.85,21.955,JP-H,2013,July,4,0.0159970525,0.0083834862,0.006117995,0.02427139,0.0167994125,4,1.94,0.8872804893,1.02,3.02,1.86,4,2.3,1.4949526191,0.835,4.36,2.0025,4,0.8479071518,0.3493498932,0.4219306897,1.1897740196,0.889961949,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.0665,1.74,3768.84,11.09,31.26,18755.333333,7.7333333333,,10.466666667,10.6,13.773584906,229.24528302,13.616970866,6.5088152219,7.7,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,,,,,2013,,,,periwinkle,10,1.08147,0.2526591866,0.7935,1.7383,1.02915,10,0.20584,0.04070092,0.1387,0.2636,0.21785,10,24.4,1.7763883459,20,26,25,9,15.176777197,3.8015362833,9.1752833082,20.827309684,14.449319736,9,230.17817132,92.845898557,91.018403905,399.28441763,221.77756505,0,,,,,,JP-H,2013,July,4,0.0159970525,0.0083834862,0.006117995,0.02427139,0.0167994125,4,1.94,0.8872804893,1.02,3.02,1.86,4,2.3,1.4949526191,0.835,4.36,2.0025,4,0.8479071518,0.3493498932,0.4219306897,1.1897740196,0.889961949,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.0665,1.74,3768.84,11.09,31.26,18755.333333,7.7333333333,,10.466666667,10.6,13.773584906,229.24528302,13.616970866,6.5088152219,7.7,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,,,,,2013,,,,silverside,8,1.1192125,0.4444488479,0.1786,1.4582,1.30455,8,0.2562375,0.1049694233,0.0355,0.3472,0.2918,8,51.375,10.622583759,29,60,55.5,8,45.040187103,44.753818477,19.920824958,153.99490608,30.270710811,8,45.040187103,44.753818477,19.920824958,153.99490608,30.270710811,7,48.534285714,51.934077719,22.68,165.62,32.64,JP-H,2013,July,4,0.0159970525,0.0083834862,0.006117995,0.02427139,0.0167994125,4,1.94,0.8872804893,1.02,3.02,1.86,4,2.3,1.4949526191,0.835,4.36,2.0025,4,0.8479071518,0.3493498932,0.4219306897,1.1897740196,0.889961949,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.0665,1.74,3768.84,11.09,31.26,18755.333333,7.7333333333,,10.466666667,10.6,13.773584906,229.24528302,13.616970866,6.5088152219,7.7,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,,,,,2013,,,,striped killifish,20,4.729925,4.4599969101,0.3293,12.3109,3.1033,20,1.168425,1.146754365,0.0668,3.1258,0.74615,20,62.95,26.88665292,30,101,59.5,20,14.931405213,13.14468304,5.7024941363,67.209779261,12.244073856,20,15.120797691,13.154543748,5.7024941363,67.474832056,12.821246483,14,13.239285714,5.9468187543,4.25,22.47,11.615,JP-H,2013,July,4,0.0159970525,0.0083834862,0.006117995,0.02427139,0.0167994125,4,1.94,0.8872804893,1.02,3.02,1.86,4,2.3,1.4949526191,0.835,4.36,2.0025,4,0.8479071518,0.3493498932,0.4219306897,1.1897740196,0.889961949,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.0665,1.74,3768.84,11.09,31.26,18755.333333,7.7333333333,,10.466666667,10.6,13.773584906,229.24528302,13.616970866,6.5088152219,7.7,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,,,,,2013,,,,white perch,6,1.6186333333,0.5520709471,1.143,2.629,1.4407,6,0.325,0.1304968505,0.22,0.5671,0.278,6,50.166666667,7.3325757184,44,64,47.5,6,30.705387641,9.0462373893,23.772884474,47.663828685,26.943967315,6,30.705387641,9.0462373893,23.772884474,47.663828685,26.943967315,6,33.53,12.006503238,24.51,55.79,29.335,JP-H,2013,July,4,0.0159970525,0.0083834862,0.006117995,0.02427139,0.0167994125,4,1.94,0.8872804893,1.02,3.02,1.86,4,2.3,1.4949526191,0.835,4.36,2.0025,4,0.8479071518,0.3493498932,0.4219306897,1.1897740196,0.889961949,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.0665,1.74,3768.84,11.09,31.26,18755.333333,7.7333333333,,10.466666667,10.6,13.773584906,229.24528302,13.616970866,6.5088152219,7.7,,,
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,,,,,2013,,,,banded killifish,2,4.0515,0.3013689101,3.8384,4.2646,4.0515,2,1.0072,0.0414364574,0.9779,1.0365,1.0072,2,68,1.4142135624,67,69,68,2,33.030513168,4.8959836866,29.568529902,36.492496433,33.030513168,2,34.096573774,4.5661762157,30.867799608,37.32534794,34.096573774,2,30.34,0.862670273,29.73,30.95,30.34,JP-L,2013,July,4,0.016949855,0.010859684,0.00902655,0.03289676,0.012938055,4,0.8525,0.1857193223,0.58,0.98,0.925,4,0.86,0.111579568,0.745,0.985,0.855,4,2.0179595392,1.1127374027,0.940265625,3.3568122449,1.8873801434,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.18,2.16,3367.44,11.08,29.5,18747,8.125,,9.89,12.2,5.4918032787,176.2295082,21.601452615,6.5527419387,19.04,,,
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,,,,,2013,,,,blue crab,14,24.416264286,19.475782744,0.6202,52.5095,24.8241,14,7.7180714286,6.6030535762,0.1516,17.0245,6.2396,14,54.285714286,20.85270162,20,76,65,14,28.463059737,46.92139592,8.7708634434,190.47661652,16.826919103,14,32.097577574,47.365086705,11.812267763,195.47016673,19.456199654,13,29.809230769,36.254024251,11.04,148.86,22.28,JP-L,2013,July,4,0.016949855,0.010859684,0.00902655,0.03289676,0.012938055,4,0.8525,0.1857193223,0.58,0.98,0.925,4,0.86,0.111579568,0.745,0.985,0.855,4,2.0179595392,1.1127374027,0.940265625,3.3568122449,1.8873801434,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.18,2.16,3367.44,11.08,29.5,18747,8.125,,9.89,12.2,5.4918032787,176.2295082,21.601452615,6.5527419387,19.04,,,
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,,,,,2013,,,,mummichog,17,6.5942529412,2.2645683113,3.8021,11.4322,6.7048,17,1.6455647059,0.5392361379,0.8956,2.787,1.7083,17,73.882352941,8.8591926335,60,99,73,17,31.055827494,9.8389191599,12.470957714,49.661128852,31.143734031,17,32.142998465,10.052967151,13.400750256,51.373143835,32.869682701,17,28.478823529,8.8755182119,14.56,45.7,27.88,JP-L,2013,July,4,0.016949855,0.010859684,0.00902655,0.03289676,0.012938055,4,0.8525,0.1857193223,0.58,0.98,0.925,4,0.86,0.111579568,0.745,0.985,0.855,4,2.0179595392,1.1127374027,0.940265625,3.3568122449,1.8873801434,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.18,2.16,3367.44,11.08,29.5,18747,8.125,,9.89,12.2,5.4918032787,176.2295082,21.601452615,6.5527419387,19.04,,,
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,,,,,2013,,,,mussel,10,4.41721,2.252554556,1.7679,9.8471,4.06285,10,0.41845,0.2102502332,0.1676,0.8039,0.3961,10,51.2,9.1505919663,37,67,51.5,10,15.182724602,2.2510862522,11.002400973,18.843538971,14.790839282,10,41.453560408,5.993213185,33.702405269,51.578490975,39.860533504,10,43.878,7.4228922186,32.1,53.5,44.13,JP-L,2013,July,4,0.016949855,0.010859684,0.00902655,0.03289676,0.012938055,4,0.8525,0.1857193223,0.58,0.98,0.925,4,0.86,0.111579568,0.745,0.985,0.855,4,2.0179595392,1.1127374027,0.940265625,3.3568122449,1.8873801434,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.18,2.16,3367.44,11.08,29.5,18747,8.125,,9.89,12.2,5.4918032787,176.2295082,21.601452615,6.5527419387,19.04,,,
