site name,site code,state,system,subsite,latitude,longitude,individual ID,sample date,sample month,sample day,sample year,taxonomic group,Genus,species,common name,wet weight N,wet weight mean,wet weight st. dev,wet weight min,wet weight max,wet weight median,dry weight N,dry weight mean,dry weight st. dev.,dry weight min,dry weight max,dry weight median,length N,length mean,length st dev,length min,length max,length median,MeHg N,MeHg mean,MeHg st dev,MeHg min,MeHg max,MeHg median,THg sum N,THg sum mean,THg sum st dev,THg sum min,THg sum max,THg sum median,DMA N,DMA mean,DMA st dev,DMA min,DMA max,DMA median,,,N,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,tidal cycle,dissolved MeHg (pM),dissolved THg (pM),DOC (ug/L),salinity,temp (deg C),conductivity (uS/cm),pH,DO %sat,DO (mg/L),TSS (mg/L),particulate MeHg (pmol/g),particulate THg (pmol/g),Cha (ug/L),Pha (ug/L),nitrate (ug/L),nitrite (ug/L as N),phosphate (ug/L as P),ammonia (ug/L as N)
Rutkowski Park,RP,NJ,Hackensack River,,40.68846,-74.11045,,,July,,2016,,,,silverside,5,1.5877,0.2101973121,1.3864,1.8229,1.4656,5,0.3644,0.0462506757,0.3242,0.42,0.3343,5,61.4,2.0736441353,59,64,61,0,,,,,,0,,,,,,5,858.44942421,269.36403444,537.6218663,1140.3587116,888.82545455,RP,2016,July,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,1.9444401737,1.3003128675,1.0068217067,3.4288611741,1.3976376402,3,142.46666667,63.921931552,83.2,210.2,134,3,3.0333333333,1.9629909152,1.9,5.3,1.9,3,1.3541499638,0.5225974921,0.7513594826,1.6798529329,1.6312374758,Rise,1.17194458982095,8.36359419249303,3442.0816557,20.5,28.97,35426,7.73,,8.8833333333,65.25,34.389884646,2136.4334698,11.564887748,3.5328428602,161.10099,27.8441745,240.9822155,286.780454545455
Stiletto's,ST,NJ,Berry's Creek,,40.82857,-74.07998,,,May,,2016,,,,mummichog,5,9.5237,1.4530848857,7.427,11.3421,9.4667,5,2.0529,0.293216021,1.6008,2.3555,2.0445,5,88.4,3.7815340802,82,91,90,5,644.55534768,330.15711122,288.69847459,1175.3783202,544.16395566,0,,,,,,5,604.804,290.12588066,356.38,1092.99,480.18,ST,2016,May,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,46.156739342,,46.156739342,46.156739342,46.156739342,2,24078.483333,,23238.666667,24918.3,24078.483333,2,12.25,,11.8,12.7,12.25,2,0.0993102143,,0,0.1986204286,0.0993102143,High,7.43150731513281,45.369313760562,6998.1120909,6.1666666667,15.34,10850.333333,8.0233333333,,,48.3,275.75302987,12885.868692,405.38392925,0.05,BDL,BDL,29.5840925,8.70318181818182
Stiletto's,ST,NJ,Berry's Creek,,40.82857,-74.07998,,,July,,2016,,,,mummichog,5,10.72808,2.1290800776,9.2284,14.3253,9.6195,5,2.54122,0.4191164719,2.1717,3.2324,2.3449,5,90.6,3.7815340802,87,97,90,5,850.67778143,283.86398149,564.66215552,1237.0382849,794.53764825,0,,,,,,5,1089.542,410.44815668,483.01,1554.98,1061.36,ST,2016,July,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,37.00326176,4.6007876714,31.812782871,40.579033647,38.617968763,3,14084.833333,1434.6215532,13001.6,15711.85,13541.05,3,10.843025366,0.2054207377,10.720906895,11.080189652,10.727979551,3,0.2627152263,0.0206166836,0.2446835995,0.2851918334,0.258270246,High,2.896687656352,,,,,,,,,22.533333333,179.1796794,15116.78605,32.289334177,0.0996839404,224.237055,56.9723655,401.312357,219.277727272727
Verona,V,ME,Penobscot River,,44.56907,-68.79124,,,July,,2016,,,,mummichog,5,2.79082,0.3070312965,2.3626,3.22,2.7761,5,0.64138,0.0594581954,0.5891,0.7391,0.6381,5,61.9,1.7464249197,59.5,64,62,5,338.02572418,111.99877837,240.89330651,517.48729739,310.99978301,0,,,,,,5,336.406,99.541116279,258.93,505.92,290.73,V,2016,July,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,19.168426747,5.2942008197,13.95,24.535280241,19.02,3,520.66666667,176.38529795,339.8,692.2,530,3,9.9,4.1073105556,6.6,14.5,8.6,3,4.2748329965,2.6695717146,2.0153134932,7.220506251,3.5886792453,High,0.064686050658549,5.85117845624724,2560.2938096,,,,,,,27.95,10.592707302,755.10611387,4.641516599,0.0678720802,19.9327275,BDL,17.079955,BDL
Verona,V,ME,Penobscot River,,44.56907,-68.79124,,,July,,2016,,,,sand shrimp,5,0.52244,0.1826940284,0.2639,0.718,0.4817,5,0.10024,0.0342497883,0.0531,0.1389,0.0982,5,34,5.2440442409,28,40,32,5,133.66797245,66.775394901,97.126895607,252.5279425,108.33766651,5,200.65715573,121.07573386,108.76708004,410.69819743,165.9915134,0,,,,,,V,2016,July,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,19.168426747,5.2942008197,13.95,24.535280241,19.02,3,520.66666667,176.38529795,339.8,692.2,530,3,9.9,4.1073105556,6.6,14.5,8.6,3,4.2748329965,2.6695717146,2.0153134932,7.220506251,3.5886792453,High,0.064686050658549,5.85117845624724,2560.2938096,,,,,,,27.95,10.592707302,755.10611387,4.641516599,0.0678720802,19.9327275,BDL,17.079955,BDL
Veteran's Park,VP,NJ,Hackensack River,,40.67028,-74.12708,,,May,,2016,,,,grass shrimp,5,0.34364,0.0551767433,0.2958,0.4227,0.3226,5,0.0682,0.0144010416,0.0533,0.0883,0.0659,5,27.8,1.6431676725,26,29,29,5,33.168212958,19.960340752,7.8479234413,55.467376888,26.140313565,5,92.359933667,21.667625978,61.358889055,112.60746218,104.05436376,0,,,,,,VP,2016,May,0,,,,,,0,,,,,,0,,,,,,0,,,,,,2,0.5684750623,,0.3899705368,0.7469795878,0.5684750623,2,158.05,,132.1,184,158.05,2,2.25,,2.1,2.4,2.25,2,0.3505878746,,0.295208582,0.4059671673,0.3505878746,High,0.064179850292249,5.4388450573283,2409.3664253,22.1325,13.5475,35152.5,7.3575,,7.895,24.45,5.799636968,1891.7214061,2.8071138861,0.6840996652,477.938541,50.5894095,92.4841625,513.749680851064
Veteran's Park,VP,NJ,Hackensack River,,40.67028,-74.12708,,,May,,2016,,,,silverside,5,4.93796,1.7517653604,2.2095,6.8782,5.3821,5,1.09532,0.4283397798,0.4284,1.5277,1.1565,5,89.6,13.831124322,66,100,95,0,,,,,,0,,,,,,5,245.95410151,161.23774004,90.167724138,454.86336499,154.56610408,VP,2016,May,0,,,,,,0,,,,,,0,,,,,,0,,,,,,2,0.5684750623,,0.3899705368,0.7469795878,0.5684750623,2,158.05,,132.1,184,158.05,2,2.25,,2.1,2.4,2.25,2,0.3505878746,,0.295208582,0.4059671673,0.3505878746,High,0.064179850292249,5.4388450573283,2409.3664253,22.1325,13.5475,35152.5,7.3575,,7.895,24.45,5.799636968,1891.7214061,2.8071138861,0.6840996652,477.938541,50.5894095,92.4841625,513.749680851064
Veteran's Park,VP,NJ,Hackensack River,,40.67028,-74.12708,,,July,,2016,,,,silverside,5,0.90192,0.3226132158,0.6442,1.3079,0.7138,5,0.21314,0.0820576505,0.1448,0.3158,0.1622,5,53.6,6.2589935293,48,62,50.5,0,,,,,,0,,,,,,5,125.98736899,41.742074829,88.706481481,188.35861111,108.17913769,VP,2016,July,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,2.0088078746,0.4059958976,1.5420269177,2.2798722508,2.2045244554,3,364.75,101.84202227,264,467.65,362.6,3,6.2080041899,1.6804317749,4.3098510882,7.5058099366,6.8083515448,3,0.6004348215,0.2670041251,0.3297395312,0.8635879738,0.6079769596,Rise,0.092139374529696,4.51803393002515,2590.1007556,21.7,25.61,34718.75,7.655,,7.4825,21.2,7.6335674133,2147.3392335,10.192310648,0.6428962934,431.159151,47.92821,159.8098455,353.081808510638
Bass Harbor,BH-H,ME,Mt. Desert Island,HOC,44.25353,-68.3413,,,,,2013,,,,banded killifish,10,0.50839,0.1378265291,0.297,0.7038,0.5016,10,0.10368,0.0297560377,0.0567,0.1455,0.10395,10,34.9,3.2812599206,29,39,34.5,10,42.067077132,14.482247957,23.114040127,65.092450135,43.333799691,10,44.296351604,14.666513744,24.922964996,67.327796908,45.053165253,7,34.677142857,15.173333752,18.86,58.96,31.93,BH-H,2013,September,4,0.1908112375,0.1358964928,0.055864315,0.349728665,0.178825985,4,139.87875,42.464218737,97.6,179.04,141.4375,4,26.28875,3.4556484558,22.67,29.895,26.295,4,0.1428218261,0.0923332582,0.031202142,0.2337399047,0.1531726288,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,5.7225,19.675,28457.76,4.5366666667,22.246666667,8105.3333333,6.61,,6.2333333333,12.35,33.157894737,356.27530364,2.9704638758,4.0061292418,10.08,,,
Bass Harbor,BH-H,ME,Mt. Desert Island,HOC,44.25353,-68.3413,,,,,2013,,,,mummichog,30,3.5410533333,2.4694690285,0.6829,9.5443,2.7476,30,0.8463633333,0.6174841388,0.1438,2.444,0.6426,30,60.533333333,13.119433686,39,84,59.5,30,69.605148001,34.3341888,23.227577559,166.14494116,59.916939356,30,73.847046439,35.521447942,24.685366112,172.96599765,65.227079793,24,68.538333333,35.00462959,23.05,154.82,59.91,BH-H,2013,September,4,0.1908112375,0.1358964928,0.055864315,0.349728665,0.178825985,4,139.87875,42.464218737,97.6,179.04,141.4375,4,26.28875,3.4556484558,22.67,29.895,26.295,4,0.1428218261,0.0923332582,0.031202142,0.2337399047,0.1531726288,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,5.7225,19.675,28457.76,4.5366666667,22.246666667,8105.3333333,6.61,,6.2333333333,12.35,33.157894737,356.27530364,2.9704638758,4.0061292418,10.08,,,
Bass Harbor,BH-H,ME,Mt. Desert Island,HOC,44.25353,-68.3413,,,,,2013,,,,silverside,15,0.2816466667,0.3556843903,0.0569,1.0227,0.0794,15,0.0545,0.0732831105,0.0066,0.2099,0.0134,15,33.533333333,13.19018394,23,58,26,15,179.17636622,42.125065702,119.03888033,251.42834738,178.84246298,15,190.92286673,46.401704216,123.65805805,269.32454407,192.80349361,4,124.2975,9.9705411923,110.11,133.25,126.915,BH-H,2013,September,4,0.1908112375,0.1358964928,0.055864315,0.349728665,0.178825985,4,139.87875,42.464218737,97.6,179.04,141.4375,4,26.28875,3.4556484558,22.67,29.895,26.295,4,0.1428218261,0.0923332582,0.031202142,0.2337399047,0.1531726288,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,5.7225,19.675,28457.76,4.5366666667,22.246666667,8105.3333333,6.61,,6.2333333333,12.35,33.157894737,356.27530364,2.9704638758,4.0061292418,10.08,,,
Bass Harbor,BH-H,ME,Mt. Desert Island,HOC,44.25353,-68.3413,,,,,2013,,,,stickleback,11,0.3825818182,0.15086061,0.149,0.6323,0.3498,11,0.1092090909,0.0480048009,0.0332,0.1926,0.1184,11,39.727272727,5.9176162277,28,48,41,11,207.97178422,57.280200384,133.63606311,300.62797429,196.45430694,11,217.9879978,59.79369333,142.53759814,314.25403271,208.16558382,6,204.57,27.076908982,174.17,249.52,200.195,BH-H,2013,September,4,0.1908112375,0.1358964928,0.055864315,0.349728665,0.178825985,4,139.87875,42.464218737,97.6,179.04,141.4375,4,26.28875,3.4556484558,22.67,29.895,26.295,4,0.1428218261,0.0923332582,0.031202142,0.2337399047,0.1531726288,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,5.7225,19.675,28457.76,4.5366666667,22.246666667,8105.3333333,6.61,,6.2333333333,12.35,33.157894737,356.27530364,2.9704638758,4.0061292418,10.08,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,,,,,2013,,,,green crab,10,33.06339,14.130141306,13.8039,57.2108,32.46155,10,9.1024,4.3941556208,3.7105,18.0599,8.25635,10,52.9,8.3059550257,40,64,54.5,10,87.795734691,70.236691196,25.922681479,244.74716054,60.841782764,10,95.084040333,72.002607314,33.837672393,255.67645934,65.53054911,10,82.477,50.332034652,29.43,174.5,64.615,BH-L,2013,September,4,0.4384145188,0.3731019957,0.118047215,0.85952815,0.388041355,4,102.715,2.4880614944,99.355,104.66,103.4225,4,10.89625,1.3925777956,8.875,11.945,11.3825,4,0.4334384094,0.3756592066,0.1129206189,0.8651080972,0.3778624607,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.571,5.02,5145,28.645,19.01,44279.25,7.645,,8.68,14.15,22.473498233,431.09540636,5.353329601,4.8045348837,16.66,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,,,,,2013,,,,killifish,12,0.9133416667,1.5280626436,0.1193,4.2259,0.27855,12,0.2233666667,0.3840536547,0.0296,1.0992,0.05935,12,37.583333333,14.687399258,25,71,32.5,12,84.03480976,23.92589561,55.025143383,147.93786837,77.026353198,12,87.167026953,23.429796508,59.97981,148.90124674,80.222326946,2,63.85,19.431294347,50.11,77.59,63.85,BH-L,2013,September,4,0.4384145188,0.3731019957,0.118047215,0.85952815,0.388041355,4,102.715,2.4880614944,99.355,104.66,103.4225,4,10.89625,1.3925777956,8.875,11.945,11.3825,4,0.4334384094,0.3756592066,0.1129206189,0.8651080972,0.3778624607,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.571,5.02,5145,28.645,19.01,44279.25,7.645,,8.68,14.15,22.473498233,431.09540636,5.353329601,4.8045348837,16.66,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,,,,,2013,,,,mussel,10,8.48846,5.9230996418,1.2971,19.3733,8.3738,10,0.63913,0.2967324536,0.1924,1.0891,0.5921,10,56.4,7.8202017593,39,66,58,10,155.24031893,46.769222985,71.578834527,202.93305804,172.38661752,10,245.73867994,63.76721235,112.06725483,302.60680991,276.12712446,10,250.765,57.32574567,119.63,298.85,272.13,BH-L,2013,September,4,0.4384145188,0.3731019957,0.118047215,0.85952815,0.388041355,4,102.715,2.4880614944,99.355,104.66,103.4225,4,10.89625,1.3925777956,8.875,11.945,11.3825,4,0.4334384094,0.3756592066,0.1129206189,0.8651080972,0.3778624607,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.571,5.02,5145,28.645,19.01,44279.25,7.645,,8.68,14.15,22.473498233,431.09540636,5.353329601,4.8045348837,16.66,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,,,,,2013,,,,periwinkle,10,0.81194,0.1151155864,0.6657,1.0183,0.8327,10,0.16514,0.0473613344,0.0805,0.2362,0.17155,10,18.6,2.1186998109,16,22,18,10,38.598487142,5.9463450281,32.677964062,52.30280475,37.450261169,10,115.39659224,19.809537877,83.712578876,146.49650817,113.46394397,7,96.878571429,35.712344004,44.1,136.5,110.96,BH-L,2013,September,4,0.4384145188,0.3731019957,0.118047215,0.85952815,0.388041355,4,102.715,2.4880614944,99.355,104.66,103.4225,4,10.89625,1.3925777956,8.875,11.945,11.3825,4,0.4334384094,0.3756592066,0.1129206189,0.8651080972,0.3778624607,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.571,5.02,5145,28.645,19.01,44279.25,7.645,,8.68,14.15,22.473498233,431.09540636,5.353329601,4.8045348837,16.66,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,,,,,2013,,,,shrimp,25,0.536988,0.4524757685,0.1456,2.0535,0.4473,25,0.10146,0.098603613,0.0218,0.4605,0.0743,25,39.2,8.3616186631,29,61,40,25,37.177936018,16.449553549,16.482101886,87.718862,32.052080844,25,41.527648417,16.644656278,21.531959305,90.272452296,34.834429758,3,62.11,24.701212521,45.08,90.44,50.81,BH-L,2013,September,4,0.4384145188,0.3731019957,0.118047215,0.85952815,0.388041355,4,102.715,2.4880614944,99.355,104.66,103.4225,4,10.89625,1.3925777956,8.875,11.945,11.3825,4,0.4334384094,0.3756592066,0.1129206189,0.8651080972,0.3778624607,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.571,5.02,5145,28.645,19.01,44279.25,7.645,,8.68,14.15,22.473498233,431.09540636,5.353329601,4.8045348837,16.66,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,,,,,2013,,,,silverside,23,0.8427391304,0.4135049288,0.293,1.8353,0.7346,22,0.1742272727,0.0941073813,0.0446,0.3877,0.1551,23,53.434782609,8.8873049753,37,66,52,23,113.04778193,32.081152264,58.68375832,211.34512907,113.19712517,23,114.17933273,32.014195911,57.960321539,210.2995616,115.22595751,9,137.93777778,40.107629504,71.03,217.26,130.92,BH-L,2013,September,4,0.4384145188,0.3731019957,0.118047215,0.85952815,0.388041355,4,102.715,2.4880614944,99.355,104.66,103.4225,4,10.89625,1.3925777956,8.875,11.945,11.3825,4,0.4334384094,0.3756592066,0.1129206189,0.8651080972,0.3778624607,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.571,5.02,5145,28.645,19.01,44279.25,7.645,,8.68,14.15,22.473498233,431.09540636,5.353329601,4.8045348837,16.66,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,,,,,2013,,,,stickleback,5,0.4331,0.1065499648,0.3257,0.573,0.4458,5,0.11226,0.0341391711,0.0704,0.158,0.1221,5,40.6,4.0373258476,35,46,41,5,177.87265469,9.7009968885,165.45862668,187.18091331,180.32152031,5,172.33709772,10.419174994,159.0575701,183.7252695,174.83912091,1,164,,164,164,164,BH-L,2013,September,4,0.4384145188,0.3731019957,0.118047215,0.85952815,0.388041355,4,102.715,2.4880614944,99.355,104.66,103.4225,4,10.89625,1.3925777956,8.875,11.945,11.3825,4,0.4334384094,0.3756592066,0.1129206189,0.8651080972,0.3778624607,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.571,5.02,5145,28.645,19.01,44279.25,7.645,,8.68,14.15,22.473498233,431.09540636,5.353329601,4.8045348837,16.66,,,
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,,,,2013,,,,green crab,7,39.228742857,28.497422969,1.1018,80.2086,44.3509,7,12.518914286,9.4270400997,0.1292,25.9986,14.5745,7,50.571428571,18.118656525,19,68,56,7,129.32385701,53.391686155,78.279329887,217.94716798,108.13032312,7,141.564253,55.69449746,91.255028065,237.33935791,114.48064198,3,109.27666667,5.0800032808,103.47,112.9,111.46,BI-H,2013,August,4,0.09407671,0.0482114772,0.05054868,0.15505607,0.085351045,4,65.6125,13.359689056,51.63,78.86,65.98,4,14.0675,6.1118661907,6.555,21.39,14.1625,4,0.1574376198,0.1014359171,0.0673623134,0.2724105235,0.1449888211,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.69,8.68,5448,27.02,20.976666667,42028.333333,6.9966666667,,3.59,3.1,112.581,564.51612903,8.9110481143,4.1021690414,,,,
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,,,,2013,,,,mummichog,5,2.5786,1.3982553111,1.1298,4.8108,2.5739,5,1.34834,1.9418370099,0.2593,4.8108,0.6223,5,57.2,9.5236547606,45,70,57,5,42.291991624,14.523249898,28.563164207,65.632570884,38.346586913,5,43.70532763,14.45697612,30.692659712,67.342422725,39.060830127,5,54.06,12.911351595,41.3,68.4,47.1,BI-H,2013,August,4,0.09407671,0.0482114772,0.05054868,0.15505607,0.085351045,4,65.6125,13.359689056,51.63,78.86,65.98,4,14.0675,6.1118661907,6.555,21.39,14.1625,4,0.1574376198,0.1014359171,0.0673623134,0.2724105235,0.1449888211,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.69,8.68,5448,27.02,20.976666667,42028.333333,6.9966666667,,3.59,3.1,112.581,564.51612903,8.9110481143,4.1021690414,,,,
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,,,,2013,,,,ribbed mussel,10,5.47168,3.9829004478,1.1993,14.8869,4.51285,10,0.41928,0.1952956209,0.1346,0.7056,0.38525,10,54.1,11.149987544,35,73,53.5,10,80.756535409,16.388373778,50.43117986,107.18035523,84.485229331,10,132.69960875,21.852984766,101.82977027,169.13074051,134.50775104,10,140.981,19.726572857,115.1,165.9,144.995,BI-H,2013,August,4,0.09407671,0.0482114772,0.05054868,0.15505607,0.085351045,4,65.6125,13.359689056,51.63,78.86,65.98,4,14.0675,6.1118661907,6.555,21.39,14.1625,4,0.1574376198,0.1014359171,0.0673623134,0.2724105235,0.1449888211,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.69,8.68,5448,27.02,20.976666667,42028.333333,6.9966666667,,3.59,3.1,112.581,564.51612903,8.9110481143,4.1021690414,,,,
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,,,,2013,,,,shrimp,10,0.50318,0.2041231807,0.3026,0.7583,0.46345,10,0.10496,0.0406268165,0.0623,0.158,0.096,10,36.8,5.2025634707,31,43,37,10,122.4341211,34.321442443,56.964908678,171.5875957,134.2920489,10,130.42119735,33.792507918,64.95730091,178.87996348,143.23186592,5,171.558,20.951251037,145.34,201.13,176.04,BI-H,2013,August,4,0.09407671,0.0482114772,0.05054868,0.15505607,0.085351045,4,65.6125,13.359689056,51.63,78.86,65.98,4,14.0675,6.1118661907,6.555,21.39,14.1625,4,0.1574376198,0.1014359171,0.0673623134,0.2724105235,0.1449888211,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.69,8.68,5448,27.02,20.976666667,42028.333333,6.9966666667,,3.59,3.1,112.581,564.51612903,8.9110481143,4.1021690414,,,,
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,,,,2013,,,,silverside,5,1.28852,0.7854427331,0.5366,2.2469,0.9718,5,0.29108,0.1827110341,0.1154,0.5203,0.2257,5,56.6,11.436782764,44,69,54,5,165.04718973,23.727930649,139.63794609,190.91720926,155.58410124,5,171.26537672,24.95307484,145.07038523,204.41807091,161.75908501,4,163.575,16.453039233,152.8,187.9,156.8,BI-H,2013,August,4,0.09407671,0.0482114772,0.05054868,0.15505607,0.085351045,4,65.6125,13.359689056,51.63,78.86,65.98,4,14.0675,6.1118661907,6.555,21.39,14.1625,4,0.1574376198,0.1014359171,0.0673623134,0.2724105235,0.1449888211,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.69,8.68,5448,27.02,20.976666667,42028.333333,6.9966666667,,3.59,3.1,112.581,564.51612903,8.9110481143,4.1021690414,,,,
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,,,,2015,,,,grass shrimp,5,0.33614,0.0739777196,0.2331,0.4298,0.3361,5,0.05992,0.0130384815,0.0405,0.0735,0.0581,5,29.9,1.949358869,28,32.5,30,5,46.576,40.208095329,14.96,113.6,36.59,5,56.154,40.312185875,24.25,122.76,43.23,0,,,,,,BI-H,2015,August,0,,,,,,0,,,,,,0,,,,,,0,,,,,,9,0.1741305911,0.0982680526,0.0565675386,0.3537182151,0.1716274739,9,72.809366667,21.074377889,39.0842,96.7231,74.8321,9,13.095326127,2.2046103243,10.6751043,17.278980215,13.074112025,9,0.2610658211,0.1640420472,0.0672471211,0.5265393765,0.239318956,High,0.3645,6.1678359315,5775.7555905,31.34,24.335,47980.165,7.63,85.015,6.095,26.9875,11.631539593,158.25508763,5.284,0.489,,,9.3390035,33.683617021
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,,,,2015,,,,mummichog,5,3.95644,0.5769209504,3.3126,4.6562,4.0123,5,0.94118,0.1195823231,0.814,1.1092,0.968,5,66.6,1.6733200531,64,68,67,5,50.25,26.334166021,24.06,85.36,45.6,5,53.462,26.657895078,26.37,89.59,48,5,54.678,28.110726067,28.78,91.85,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,0.3645,6.1678359315,5775.7555905,31.34,24.335,47980.165,7.63,85.015,6.095,26.9875,11.631539593,158.25508763,5.284,0.489,,,9.3390035,33.683617021
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,,,,2015,,,,silverside,5,0.54438,0.1754358914,0.3982,0.845,0.4896,5,0.1162,0.0386641307,0.0863,0.1802,0.1018,5,47,2.3452078799,45,50,46,5,130.522,46.298745339,67.05,191.72,134.4,5,136.352,47.052766337,72.32,198.63,140.95,5,157.134,57.592018371,83.79,241.44,160.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,0.3645,6.1678359315,5775.7555905,31.34,24.335,47980.165,7.63,85.015,6.095,26.9875,11.631539593,158.25508763,5.284,0.489,,,9.3390035,33.683617021
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,,,,2013,,,,green crab,10,25.77337,15.391863238,12.2547,63.53,21.8018,0,,,,,,10,48.4,9.7661547079,37,71,47,10,94.749056952,98.326236899,43.566567258,370.27980602,66.657927445,10,102.88464031,104.4687093,49.228127629,395.96168992,71.581065616,9,58.164444444,28.121201126,24.85,110.44,49.24,BI-L,2013,August,4,0.2825775875,0.1452494365,0.111628335,0.413763475,0.30245927,4,6.795,3.2469190525,3.89,9.98,6.655,4,1.13625,0.3295546237,0.865,1.615,1.0325,4,5.8760543363,4.8682258149,1.2126923954,10.0795,6.1060124749,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,1.34,5.445,3132,24.173333333,20.486666667,38039.333333,7,,3.7466666667,3.7,84.6,497.2972973,4.8752718985,2.7458769615,28.28,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,,,,2013,,,,ribbed mussel,10,6.60358,4.8372222116,1.2857,13.8498,6.3629,10,0.63396,0.4639265823,0.1197,1.3647,0.6252,10,51.2,14.535779611,30,73,55,10,27.651097259,10.301162208,13.731663531,48.731372984,26.440604776,10,75.298132171,12.898838313,50.124981843,92.366086423,75.942104549,10,86.811,9.6067076682,74.09,100.61,89.88,BI-L,2013,August,4,0.2825775875,0.1452494365,0.111628335,0.413763475,0.30245927,4,6.795,3.2469190525,3.89,9.98,6.655,4,1.13625,0.3295546237,0.865,1.615,1.0325,4,5.8760543363,4.8682258149,1.2126923954,10.0795,6.1060124749,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,1.34,5.445,3132,24.173333333,20.486666667,38039.333333,7,,3.7466666667,3.7,84.6,497.2972973,4.8752718985,2.7458769615,28.28,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,,,,2013,,,,shrimp,5,0.40912,0.1913184048,0.1878,0.6286,0.388,5,0.0884,0.0335263329,0.0476,0.1312,0.0941,5,29.2,4.0249223595,25,35,29,5,292.82187155,186.30151883,106.58962655,589.46884661,295.22947434,5,310.99645379,185.33357021,112.04090012,599.84319138,307.73355646,0,,,,,,BI-L,2013,August,4,0.2825775875,0.1452494365,0.111628335,0.413763475,0.30245927,4,6.795,3.2469190525,3.89,9.98,6.655,4,1.13625,0.3295546237,0.865,1.615,1.0325,4,5.8760543363,4.8682258149,1.2126923954,10.0795,6.1060124749,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,1.34,5.445,3132,24.173333333,20.486666667,38039.333333,7,,3.7466666667,3.7,84.6,497.2972973,4.8752718985,2.7458769615,28.28,,,
