site name,site code,state,system,subsite,latitude,longitude,individual ID,sample date,sample month,sample day,sample year,taxonomic group,Genus,species,common name,wet weight (g),dry weight (g),length (mm),width (mm),MeHg (ng/g DW),iHg (ng/g DW),THg sum species (ng/g DW),THg DMA (ng/g DW),tissue,n (if composite),notes,notes 2,notes 3,DORM % recovery,TORT2 % recovery,analysis duplicate RPD,,file name for data pull,,,MeHg DL,iHg DL
East Union,EU,NJ,Berry's Creek,,40.82057,-74.08614,8403,12-Jul-16,July,12,2016,decapod,Palaemonetes,spp.,grass shrimp,0.282699999999998,0.049099999999999,28,,984,354,1338,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
East Union,EU,NJ,Berry's Creek,,40.82057,-74.08614,8404,12-Jul-16,July,12,2016,decapod,Palaemonetes,spp.,grass shrimp,0.322100000000002,0.056900000000002,28,,925,220,1145,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
East Union,EU,NJ,Berry's Creek,,40.82057,-74.08614,8405,12-Jul-16,July,12,2016,decapod,Palaemonetes,spp.,grass shrimp,0.3489,0.0686,29,,842,168,1010,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
East Union,EU,NJ,Berry's Creek,,40.82057,-74.08614,8406,12-Jul-16,July,12,2016,decapod,Palaemonetes,spp.,grass shrimp,0.379100000000001,0.0732,30.5,,769,239,1008,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Route 3 Underpass,3A,NJ,Berry's Creek,,40.81124,-74.09121,8407,13-Jul-16,July,13,2016,decapod,Palaemonetes,spp.,grass shrimp,0.3627,0.0671,29,,855,128,983,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Route 3 Underpass,3A,NJ,Berry's Creek,,40.81124,-74.09121,8408,13-Jul-16,July,13,2016,decapod,Palaemonetes,spp.,grass shrimp,0.319299999999998,0.059100000000001,27,,379,156,535,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Route 3 Underpass,3A,NJ,Berry's Creek,,40.81124,-74.09121,8409,13-Jul-16,July,13,2016,decapod,Palaemonetes,spp.,grass shrimp,0.293700000000001,0.055499999999999,28,,533,156,689,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Route 3 Underpass,3A,NJ,Berry's Creek,,40.81124,-74.09121,8410,13-Jul-16,July,13,2016,decapod,Palaemonetes,spp.,grass shrimp,0.402399999999997,0.070499999999999,30,,608,248,856,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Route 3 Underpass,3A,NJ,Berry's Creek,,40.81124,-74.09121,8411,13-Jul-16,July,13,2016,decapod,Palaemonetes,spp.,grass shrimp,0.308599999999998,0.053699999999999,28,,701,190,891,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Laurel Hill,LH,NJ,Hackensack River,,40.7627,-74.08808,8412,12-Jul-16,July,12,2016,decapod,Palaemonetes,spp.,grass shrimp,0.355499999999999,0.071100000000001,30,,245,163,408,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Laurel Hill,LH,NJ,Hackensack River,,40.7627,-74.08808,8413,12-Jul-16,July,12,2016,decapod,Palaemonetes,spp.,grass shrimp,0.3445,0.065000000000001,28,,256,65,322,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Laurel Hill,LH,NJ,Hackensack River,,40.7627,-74.08808,8414,12-Jul-16,July,12,2016,decapod,Palaemonetes,spp.,grass shrimp,0.3826,0.076499999999999,30,,213,114,327,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Laurel Hill,LH,NJ,Hackensack River,,40.7627,-74.08808,8415,12-Jul-16,July,12,2016,decapod,Palaemonetes,spp.,grass shrimp,0.402799999999999,0.0777,29,,216,118,333,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Laurel Hill,LH,NJ,Hackensack River,,40.7627,-74.08808,8416,12-Jul-16,July,12,2016,decapod,Palaemonetes,spp.,grass shrimp,0.348399999999998,0.0734,29,,338,158,497,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Orrington,O,ME,Penobscot River,,44.69021,-68.81847,8417,25-Jul-16,July,25,2016,teleost,Fundulus,heteroclitus,mummichog,0.359500000000001,1.0705,63,,506.53,,,449.93,,,F,BROKEN TAIL,,,108,6,,010917 Killifish results and QC,,,,
Orrington,O,ME,Penobscot River,,44.69021,-68.81847,8418,25-Jul-16,July,25,2016,teleost,Fundulus,heteroclitus,mummichog,1.6538,0.375599999999999,60,,575.02,,,774.17,,,F,,,,108,6,,010917 Killifish results and QC,,,,
Orrington,O,ME,Penobscot River,,44.69021,-68.81847,8419,25-Jul-16,July,25,2016,teleost,Fundulus,heteroclitus,mummichog,3.604,0.851900000000001,61,,451.95,,,391.90,,,F,BROKEN TAIL,,,108,6,,010917 Killifish results and QC,,,,
Orrington,O,ME,Penobscot River,,44.69021,-68.81847,8420,25-Jul-16,July,25,2016,teleost,Fundulus,heteroclitus,mummichog,2.7746,0.6402,58,,303.59,,,310.41,,,M,,,,108,6,,010917 Killifish results and QC,,,,
Orrington,O,ME,Penobscot River,,44.69021,-68.81847,8421,25-Jul-16,July,25,2016,teleost,Fundulus,heteroclitus,mummichog,3.7684,0.941399999999998,58,,326.84,,,270.40,,,M,BROKEN TAIL,,,108,6,,010917 Killifish results and QC,,,,
Verona,V,ME,Penobscot River,,44.56907,-68.79124,8422,26-Jul-16,July,26,2016,teleost,Fundulus,heteroclitus,mummichog,3.22,0.739100000000001,61,,240.89,,,290.73,,,F,,,,108,6,,010917 Killifish results and QC,,,,
Verona,V,ME,Penobscot River,,44.56907,-68.79124,8423,26-Jul-16,July,26,2016,teleost,Fundulus,heteroclitus,mummichog,2.3626,0.589099999999998,59.5,,254.36,,,283.77,,,F,,,,108,6,,010917 Killifish results and QC,,,,
Verona,V,ME,Penobscot River,,44.56907,-68.79124,8424,26-Jul-16,July,26,2016,teleost,Fundulus,heteroclitus,mummichog,2.7761,0.598400000000002,62,,311.00,,,258.93,,,M,,,,108,6,,010917 Killifish results and QC,,,,
Verona,V,ME,Penobscot River,,44.56907,-68.79124,8425,26-Jul-16,July,26,2016,teleost,Fundulus,heteroclitus,mummichog,2.7299,0.638100000000001,64,,366.38,,,342.68,,,M,,,,108,6,,010917 Killifish results and QC,,,,
Verona,V,ME,Penobscot River,,44.56907,-68.79124,8426,26-Jul-16,July,26,2016,teleost,Fundulus,heteroclitus,mummichog,2.8655,0.642200000000003,63,,517.49,,,505.92,,,F,,,,108,6,,010917 Killifish results and QC,,,,
Orrington,O,ME,Penobscot River,,44.69021,-68.81847,8427,27-Jul-16,July,27,2016,decapod,Crangon,septemspinosa,sand shrimp,0.459499999999998,0.088100000000001,38,,196,186,381,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Orrington,O,ME,Penobscot River,,44.69021,-68.81847,8428,27-Jul-16,July,27,2016,decapod,Crangon,septemspinosa,sand shrimp,0.238300000000002,0.033100000000001,27,,189,91,279,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Orrington,O,ME,Penobscot River,,44.69021,-68.81847,8429,27-Jul-16,July,27,2016,decapod,Crangon,septemspinosa,sand shrimp,0.282999999999998,0.0382,27,,156,106,263,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Orrington,O,ME,Penobscot River,,44.69021,-68.81847,8430,27-Jul-16,July,27,2016,decapod,Crangon,septemspinosa,sand shrimp,0.316099999999999,0.0487,26,,167,188,355,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Orrington,O,ME,Penobscot River,,44.69021,-68.81847,8431,27-Jul-16,July,27,2016,decapod,Crangon,septemspinosa,sand shrimp,0.329599999999999,0.047599999999999,28,,192,200,392,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Marsh,M,ME,Penobscot River,,44.59109,-68.86432,8432,26-Jul-16,July,26,2016,decapod,Crangon,septemspinosa,sand shrimp,0.3291,0.0594,31,,109,54,163,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Marsh,M,ME,Penobscot River,,44.59109,-68.86432,8433,26-Jul-16,July,26,2016,decapod,Crangon,septemspinosa,sand shrimp,0.742000000000001,0.169699999999999,38,,171,57,227,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Marsh,M,ME,Penobscot River,,44.59109,-68.86432,8434,26-Jul-16,July,26,2016,decapod,Crangon,septemspinosa,sand shrimp,0.674000000000003,0.1114,38,,135,68,203,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Marsh,M,ME,Penobscot River,,44.59109,-68.86432,8435,26-Jul-16,July,26,2016,decapod,Crangon,septemspinosa,sand shrimp,0.933,0.180800000000001,40,,180,137,317,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Marsh,M,ME,Penobscot River,,44.59109,-68.86432,8436,26-Jul-16,July,26,2016,decapod,Crangon,septemspinosa,sand shrimp,1.2445,0.261600000000001,45,,188,93,281,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Verona,V,ME,Penobscot River,,44.56907,-68.79124,8437,26-Jul-16,July,26,2016,decapod,Crangon,septemspinosa,sand shrimp,0.677700000000002,0.1389,40,,98,35,133,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Verona,V,ME,Penobscot River,,44.56907,-68.79124,8438,26-Jul-16,July,26,2016,decapod,Crangon,septemspinosa,sand shrimp,0.718,0.126900000000003,39,,253,158,411,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Verona,V,ME,Penobscot River,,44.56907,-68.79124,8439,26-Jul-16,July,26,2016,decapod,Crangon,septemspinosa,sand shrimp,0.470899999999997,0.084099999999999,31,,113,73,185,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Verona,V,ME,Penobscot River,,44.56907,-68.79124,8440,26-Jul-16,July,26,2016,decapod,Crangon,septemspinosa,sand shrimp,0.4817,0.098200000000002,32,,108,58,166,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Verona,V,ME,Penobscot River,,44.56907,-68.79124,8441,26-Jul-16,July,26,2016,decapod,Crangon,septemspinosa,sand shrimp,0.263900000000003,0.053100000000001,28,,97,12,109,,,,,,inorganic Hg peak calibrated from MeHg calculation due to missed iHg spike,,,,,Shrimp Speciation Reporting Results v2,,,,
Slaughter Beach,SB-L,DE,Delaware River,LOC,38.92772,-75.31368,7259,,July,20,2015,teleost,Menidia,menidia,silverside,0.8046,0.1963,53,,100.64,10.34,110.98,129.38,,,,,,,,,,,,,,
Slaughter Beach,SB-L,DE,Delaware River,LOC,38.92772,-75.31368,7260,,July,20,2015,teleost,Menidia,menidia,silverside,0.7456,0.1591,48,,73.79,9.7,83.49,77.77,,,,,,,,,,,,,,
Slaughter Beach,SB-L,DE,Delaware River,LOC,38.92772,-75.31368,7261,,July,20,2015,teleost,Menidia,menidia,silverside,0.5221,0.1205,44.5,,96.36,10.61,106.97,98.3,,,,,,,,,,,,,,
Slaughter Beach,SB-L,DE,Delaware River,LOC,38.92772,-75.31368,7262,,July,20,2015,teleost,Menidia,menidia,silverside,0.7401,0.1662,50.5,,116.78,5.26,122.04,123.5,,,,,,,,,,,,,,
Slaughter Beach,SB-L,DE,Delaware River,LOC,38.92772,-75.31368,7263,,July,20,2015,teleost,Menidia,menidia,silverside,1.0955,0.2676,52,,59.67,8.33,68,71.89,,,,,,,,,,,,,,
Cedar Creek,SB-H,DE,Delaware River,HOC,38.94524,-75.31839,7264,,July,21,2015,teleost,Menidia,menidia,silverside,0.4567,0.1196,44,,105.25,5.66,110.91,105.94,,,,,,,,,,,,,,
Cedar Creek,SB-H,DE,Delaware River,HOC,38.94524,-75.31839,7265,,July,21,2015,teleost,Menidia,menidia,silverside,0.6761,0.1637,50,,91.42,2.92,94.34,98.3,,,,,,,,,,,,,,
Cedar Creek,SB-H,DE,Delaware River,HOC,38.94524,-75.31839,7266,,July,21,2015,teleost,Menidia,menidia,silverside,0.6985,0.1849,50.5,,71.23,9.09,80.32,86.92,,,,,,,,,,,,,,
Cedar Creek,SB-H,DE,Delaware River,HOC,38.94524,-75.31839,7267,,July,21,2015,teleost,Menidia,menidia,silverside,0.5775,0.1562,48,,153.09,6.8,159.89,133.39,,,,,,,,,,,,,,
Cedar Creek,SB-H,DE,Delaware River,HOC,38.94524,-75.31839,7268,,July,21,2015,teleost,Menidia,menidia,silverside,0.5744,0.1642,49,,87.68,5.33,93.01,82.23,,,,,,,,,,,,,,
Woodland Beach,WB-L,DE,Delaware River,LOC,39.33074,-75.4688,7269,,July,22,2015,teleost,Menidia,menidia,silverside,0.6312,0.1307,45,,96.38,4.45,100.83,86.84,,,,,,,,,,,,,,
Woodland Beach,WB-L,DE,Delaware River,LOC,39.33074,-75.4688,7270,,July,22,2015,teleost,Menidia,menidia,silverside,0.7692,0.1538,48.5,,115.59,4.44,120.03,90.67,,,,,,,,,,,,,,
Woodland Beach,WB-L,DE,Delaware River,LOC,39.33074,-75.4688,7271,,July,22,2015,teleost,Menidia,menidia,silverside,0.8644,0.1899,51,,67.19,12.4,79.59,86.03,,,,,,,,,,,,,,
Woodland Beach,WB-L,DE,Delaware River,LOC,39.33074,-75.4688,7272,,July,22,2015,teleost,Menidia,menidia,silverside,0.7559,0.1705,50,,58.17,6.39,64.56,73.1,,,,,,,,,,,,,,
Woodland Beach,WB-L,DE,Delaware River,LOC,39.33074,-75.4688,7273,,July,22,2015,teleost,Menidia,menidia,silverside,0.7257,0.1441,48,,69.74,4.56,74.29,88.39,,,,,,,,,,,,,,
Duck Creek,WB-H,DE,Delaware River,HOC,39.32567,-75.47513,7274,,July,22,2015,teleost,Menidia,menidia,silverside,0.8081,0.2072,50,,74.08,5.9,79.99,87.03,,,,,,,,,,,,,,
Duck Creek,WB-H,DE,Delaware River,HOC,39.32567,-75.47513,7275,,July,22,2015,teleost,Menidia,menidia,silverside,0.9895,0.2404,53,,47.57,4.14,51.71,59.99,,,,,,,,,,,,,,
Duck Creek,WB-H,DE,Delaware River,HOC,39.32567,-75.47513,7276,,July,22,2015,teleost,Menidia,menidia,silverside,0.7509,0.1849,50,,48.97,8.91,57.88,61.92,,,,,,,,,,,,,,
Duck Creek,WB-H,DE,Delaware River,HOC,39.32567,-75.47513,7277,,July,22,2015,teleost,Menidia,menidia,silverside,0.5904,0.1621,47,,39.65,13.42,53.07,63.15,,,,,,,,,,,,,,
Duck Creek,WB-H,DE,Delaware River,HOC,39.32567,-75.47513,7278,,July,22,2015,teleost,Menidia,menidia,silverside,0.5425,0.1359,45,,66.44,8.95,75.39,89.64,,,,,,,,,,,,,,
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,7279,,August,11,2015,teleost,Menidia,menidia,silverside,0.845,0.1802,50,,191.72,6.91,198.63,241.44,,,,,,,,,,,,,,
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,7280,,August,11,2015,teleost,Menidia,menidia,silverside,0.4896,0.1018,46,,109.92,4.37,114.29,131.74,,,,,,,,,,,,,,
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,7281,,August,11,2015,teleost,Menidia,menidia,silverside,0.5358,0.1235,49,,67.05,5.27,72.32,83.79,,,,,,,,,,,,,,
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,7282,,August,11,2015,teleost,Menidia,menidia,silverside,0.4533,0.0892,45,,134.4,6.55,140.95,160.38,,,,,,,,,,,,,,
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,7283,,August,11,2015,teleost,Menidia,menidia,silverside,0.3982,0.0863,45,,149.52,6.05,155.57,168.32,,,,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,7284,,August,10,2015,teleost,Menidia,menidia,silverside,0.616,0.1331,49,,191.56,6.35,197.91,216.83,,,,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,7285,,August,10,2015,teleost,Menidia,menidia,silverside,0.4517,0.0998,48,,138.54,5.86,144.39,164.3,,,,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,7286,,August,10,2015,teleost,Menidia,menidia,silverside,0.5341,0.1219,48,,164.18,7.12,171.3,186.51,,,,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,7287,,August,10,2015,teleost,Menidia,menidia,silverside,0.4365,0.0922,47,,159.21,5.65,164.85,192.58,,,,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,7288,,August,10,2015,teleost,Menidia,menidia,silverside,0.4972,0.1158,46,,147.15,5.48,152.64,165.01,,,,,,,,,,,,,,
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,7289,,August,12,2015,teleost,Menidia,menidia,silverside,0.8468,0.1762,57,,82.53,12.55,95.08,104.48,,,,,,,,,,,,,,
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,7290,,August,12,2015,teleost,Menidia,menidia,silverside,1.1014,0.2382,58,,94.7,8.58,103.28,107.87,,,,,,,,,,,,,,
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,7291,,August,12,2015,teleost,Menidia,menidia,silverside,1.0016,0.2155,60,,54.69,5.74,60.42,65.75,,,,,,,,,,,,,,
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,7292,,August,12,2015,teleost,Menidia,menidia,silverside,0.9493,0.2311,53,,62.73,11.9,74.63,84.45,,,,,,,,,,,,,,
Goshen Cove,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,7293,,August,12,2015,teleost,Menidia,menidia,silverside,1.0019,0.2126,60,,128.59,8.34,136.93,129.74,,,,,,,,,,,,,,
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,7294,,August,12,2015,teleost,Menidia,menidia,silverside,0.5652,0.1256,46,,68.53,5.53,74.06,74.88,,,,,,,,,,,,,,
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,7295,,August,12,2015,teleost,Menidia,menidia,silverside,0.5227,0.1061,48,,65.53,5.12,70.64,64.41,,,,,,,,,,,,,,
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,7296,,August,12,2015,teleost,Menidia,menidia,silverside,0.4214,0.0843,46,,61,7.12,68.12,69.4,,,,,,,,,,,,,,
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,7297,,August,12,2015,teleost,Menidia,menidia,silverside,0.378,0.0841,40,,71.72,5.54,77.27,69.68,,,,,,,,,,,,,,
Goshen Cove,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,7298,,August,12,2015,teleost,Menidia,menidia,silverside,0.4193,0.0882,45,,57.96,7.18,65.14,61.57,,,,,,,,,,,,,,
Drake's Island,DI-L,ME,Webhannet River,LOC,43.32265,-70.55818,7299,,September,,2015,teleost,Menidia,menidia,silverside,1.0801,0.2435,60,,23.59,5.08,28.67,48.19,,,,,,,,,,,,,,
Drake's Island,DI-L,ME,Webhannet River,LOC,43.32265,-70.55818,7300,,September,,2015,teleost,Menidia,menidia,silverside,0.9268,0.2112,57,,35.2,4,39.2,38.6,,,,,,,,,,,,,,
Drake's Island,DI-L,ME,Webhannet River,LOC,43.32265,-70.55818,7301,,September,,2015,teleost,Menidia,menidia,silverside,1.265,0.2739,61,,34.02,3.17,37.2,37.72,,,,,,,,,,,,,,
Drake's Island,DI-L,ME,Webhannet River,LOC,43.32265,-70.55818,7302,,September,,2015,teleost,Menidia,menidia,silverside,1.0674,0.2405,58,,31.91,3.1,35.01,37.6,,,,,,,,,,,,,,
Drake's Island,DI-L,ME,Webhannet River,LOC,43.32265,-70.55818,7303,,September,,2015,teleost,Menidia,menidia,silverside,0.9964,0.2205,62,,37.88,5.45,43.33,43.55,,,,,,,,,,,,,,
Drake's Island,DI-H,ME,Webhannet River,HOC,43.33027,-70.55853,7304,,September,,2015,teleost,Menidia,menidia,silverside,0.7993,0.1658,51,,35.04,3.7,38.74,39.26,,,,,,,,,,,,,,
Drake's Island,DI-H,ME,Webhannet River,HOC,43.33027,-70.55853,7305,,September,,2015,teleost,Menidia,menidia,silverside,1.217,0.2726,61,,32.17,5.85,38.01,35.55,,,,,,,,,,,,,,
Drake's Island,DI-H,ME,Webhannet River,HOC,43.33027,-70.55853,7306,,September,,2015,teleost,Menidia,menidia,silverside,1.1382,0.248,61,,23.24,3.71,26.96,28.08,,,,,,,,,,,,,,
Drake's Island,DI-H,ME,Webhannet River,HOC,43.33027,-70.55853,7307,,September,,2015,teleost,Menidia,menidia,silverside,1.2097,0.2706,63,,29.54,4.59,34.13,33.12,,,,,,,,,,,,,,
Drake's Island,DI-H,ME,Webhannet River,HOC,43.33027,-70.55853,7308,,September,,2015,teleost,Menidia,menidia,silverside,0.8873,0.1843,53,,29.81,3.84,33.65,32.03,,,,,,,,,,,,,,
Sea Mist,SM-L,ME,Webhannet River,LOC,43.29514,-70.58253,7309,,September,,2015,teleost,Menidia,menidia,silverside,0.8281,0.1495,52,,56.13,5.89,62.02,57.72,,,,,,,,,,,,,,
Sea Mist,SM-L,ME,Webhannet River,LOC,43.29514,-70.58253,7310,,September,,2015,teleost,Menidia,menidia,silverside,0.7099,0.1329,50,,57.13,3.93,61.06,54.96,,,,,,,,,,,,,,
Sea Mist,SM-L,ME,Webhannet River,LOC,43.29514,-70.58253,7311,,September,,2015,teleost,Menidia,menidia,silverside,0.9658,0.1854,57,,41.85,4.47,46.32,41.83,,,,,,,,,,,,,,
Sea Mist,SM-L,ME,Webhannet River,LOC,43.29514,-70.58253,7312,,September,,2015,teleost,Menidia,menidia,silverside,0.5939,0.115,48,,69.01,3.39,72.4,82.36,,,,,,,,,,,,,,
Sea Mist,SM-L,ME,Webhannet River,LOC,43.29514,-70.58253,7313,,September,,2015,teleost,Menidia,menidia,silverside,0.6007,0.1144,47,,63.6,2.65,66.25,46.73,,,,,,,,,,,,,,
Sea Mist,SM-H,ME,Webhannet River,HOC,43.29498,-70.58145,7314,,September,,2015,teleost,Menidia,menidia,silverside,0.5344,0.1089,45,,40.96,5.28,46.23,42.94,,,,,,,,,,,,,,
Sea Mist,SM-H,ME,Webhannet River,HOC,43.29498,-70.58145,7315,,September,,2015,teleost,Menidia,menidia,silverside,0.6558,0.1389,51,,59.96,4.81,64.77,54.28,,,,,,,,,,,,,,
Sea Mist,SM-H,ME,Webhannet River,HOC,43.29498,-70.58145,7316,,September,,2015,teleost,Menidia,menidia,silverside,0.759,0.154,52,,37.44,6.11,43.55,40.46,,,,,,,,,,,,,,
Sea Mist,SM-H,ME,Webhannet River,HOC,43.29498,-70.58145,7317,,September,,2015,teleost,Menidia,menidia,silverside,0.5863,0.1193,46,,49.21,3.82,53.02,43.61,,,,,,,,,,,,,,
Sea Mist,SM-H,ME,Webhannet River,HOC,43.29498,-70.58145,7318,,September,,2015,teleost,Menidia,menidia,silverside,0.662,0.1245,50,,43.84,3.8,47.65,45.78,,,,,,,,,,,,,,
Cedar Creek,SB-H,DE,Delaware River,HOC,38.94524,-75.31839,7322,,July,,2015,teleost,Fundulus,heteroclitus,mummichog,3.024,0.742799999999999,63,,105.03,21.33,126.36,99.84,,,M,,,,,,,,,,,
Cedar Creek,SB-H,DE,Delaware River,HOC,38.94524,-75.31839,7323,,July,,2015,teleost,Fundulus,heteroclitus,mummichog,4.3917,1.1034,68,,78.45,5.28,83.74,75.95,,,M,,,,,,,,,,,
Cedar Creek,SB-H,DE,Delaware River,HOC,38.94524,-75.31839,7324,,July,,2015,teleost,Fundulus,heteroclitus,mummichog,2.6121,0.651799999999998,60,,162.43,5.4,167.84,155.62,,,F,,,,,,,,,,,
Cedar Creek,SB-H,DE,Delaware River,HOC,38.94524,-75.31839,7325,,July,,2015,teleost,Fundulus,heteroclitus,mummichog,3.799,1.0399,64,,76.19,5.7,81.9,75.38,,,M,,,,,,,,,,,
Cedar Creek,SB-H,DE,Delaware River,HOC,38.94524,-75.31839,7326,,July,,2015,teleost,Fundulus,heteroclitus,mummichog,4.3554,1.1247,68,,94.45,6.78,101.23,94.28,,,F,,,,,,,,,,,
Woodland Beach,WB-L,DE,Delaware River,LOC,39.33074,-75.4688,7327,,July,,2015,teleost,Fundulus,heteroclitus,mummichog,2.9098,0.618299999999998,62,,94.7,7.57,102.27,99.84,,,M,,,,,,,,,,,
Woodland Beach,WB-L,DE,Delaware River,LOC,39.33074,-75.4688,7328,,July,,2015,teleost,Fundulus,heteroclitus,mummichog,3.7308,0.8004,67,,139.96,9.79,149.75,152.28,,,F,,,,,,,,,,,
